chrBase	chr	base	strand	coverage	freqC	freqT
chr21.27153198	chr21	27153198	F	14	100.00	0.00
chr21.27153219	chr21	27153219	F	12	100.00	0.00
chr21.27153239	chr21	27153239	F	14	100.00	0.00
chr21.27153281	chr21	27153281	F	16	100.00	0.00
chr21.27153293	chr21	27153293	F	16	100.00	0.00
chr21.27153297	chr21	27153297	F	14	100.00	0.00
chr21.27153341	chr21	27153341	F	16	100.00	0.00
chr21.27153199	chr21	27153199	R	10	80.00	20.00
chr21.27153220	chr21	27153220	R	10	100.00	0.00
chr21.27172903	chr21	27172903	F	31	80.65	19.35
chr21.27172907	chr21	27172907	F	31	100.00	0.00
chr21.27172909	chr21	27172909	F	31	0.00	100.00
chr21.27172979	chr21	27172979	F	56	96.43	3.57
chr21.27173002	chr21	27173002	F	48	100.00	0.00
chr21.27172908	chr21	27172908	R	35	100.00	0.00
chr21.27172910	chr21	27172910	R	36	100.00	0.00
chr21.27172980	chr21	27172980	R	61	90.16	9.84
chr21.27173003	chr21	27173003	R	36	97.22	2.78
chr21.27173039	chr21	27173039	R	34	82.35	17.65
chr21.27184802	chr21	27184802	F	10	80.00	20.00
chr21.27184806	chr21	27184806	F	13	100.00	0.00
chr21.27184749	chr21	27184749	R	12	100.00	0.00
chr21.27184803	chr21	27184803	R	19	100.00	0.00
chr21.27184807	chr21	27184807	R	22	100.00	0.00
chr21.27184849	chr21	27184849	R	12	66.67	33.33
chr21.27184898	chr21	27184898	R	12	100.00	0.00
chr21.27192600	chr21	27192600	R	25	0.00	100.00
chr21.27192610	chr21	27192610	R	55	92.73	7.27
chr21.27192652	chr21	27192652	R	56	96.43	3.57
chr21.27192664	chr21	27192664	R	55	100.00	0.00
chr21.27192668	chr21	27192668	R	52	100.00	0.00
chr21.27199343	chr21	27199343	F	15	100.00	0.00
chr21.27199464	chr21	27199464	F	13	100.00	0.00
chr21.27199465	chr21	27199465	R	20	65.00	35.00
chr21.27199496	chr21	27199496	R	20	95.00	5.00
chr21.27200769	chr21	27200769	F	52	100.00	0.00
chr21.27200801	chr21	27200801	F	55	100.00	0.00
chr21.27200821	chr21	27200821	F	57	100.00	0.00
chr21.27200825	chr21	27200825	F	56	76.79	23.21
chr21.27200828	chr21	27200828	F	55	94.55	5.45
chr21.27200833	chr21	27200833	F	54	100.00	0.00
chr21.27200837	chr21	27200837	F	26	3.85	96.15
chr21.27245075	chr21	27245075	F	15	100.00	0.00
chr21.27245083	chr21	27245083	F	15	100.00	0.00
chr21.27245107	chr21	27245107	F	15	100.00	0.00
chr21.27245127	chr21	27245127	F	15	93.33	6.67
chr21.27245131	chr21	27245131	F	15	86.67	13.33
chr21.27245139	chr21	27245139	F	14	92.86	7.14
chr21.27245174	chr21	27245174	F	13	100.00	0.00
chr21.27245205	chr21	27245205	F	14	100.00	0.00
chr21.27245219	chr21	27245219	F	13	92.31	7.69
chr21.27245230	chr21	27245230	F	14	0.00	100.00
chr21.27245235	chr21	27245235	F	15	93.33	6.67
chr21.27245263	chr21	27245263	F	15	86.67	13.33
chr21.27245273	chr21	27245273	F	15	100.00	0.00
chr21.27245275	chr21	27245275	F	15	100.00	0.00
chr21.27245084	chr21	27245084	R	20	100.00	0.00
chr21.27245108	chr21	27245108	R	20	100.00	0.00
chr21.27245128	chr21	27245128	R	19	100.00	0.00
chr21.27245132	chr21	27245132	R	15	100.00	0.00
chr21.27245140	chr21	27245140	R	17	88.24	11.76
chr21.27245186	chr21	27245186	R	17	100.00	0.00
chr21.27245206	chr21	27245206	R	19	100.00	0.00
chr21.27245220	chr21	27245220	R	19	100.00	0.00
chr21.27245231	chr21	27245231	R	17	0.00	100.00
chr21.27245236	chr21	27245236	R	20	85.00	15.00
chr21.27245264	chr21	27245264	R	20	0.00	100.00
chr21.27245274	chr21	27245274	R	19	94.74	5.26
chr21.27245276	chr21	27245276	R	19	100.00	0.00
chr21.27245280	chr21	27245280	R	20	100.00	0.00
chr21.27246378	chr21	27246378	F	31	100.00	0.00
chr21.27246410	chr21	27246410	F	35	100.00	0.00
chr21.27246433	chr21	27246433	F	34	94.12	5.88
chr21.27246443	chr21	27246443	F	35	100.00	0.00
chr21.27246447	chr21	27246447	F	16	0.00	100.00
chr21.27246379	chr21	27246379	R	24	0.00	100.00
chr21.27246411	chr21	27246411	R	51	100.00	0.00
chr21.27246434	chr21	27246434	R	53	100.00	0.00
chr21.27246444	chr21	27246444	R	54	85.19	14.81
chr21.27246448	chr21	27246448	R	53	100.00	0.00
chr21.27247611	chr21	27247611	F	11	100.00	0.00
chr21.27247623	chr21	27247623	F	11	100.00	0.00
chr21.27247627	chr21	27247627	F	10	90.00	10.00
chr21.27247790	chr21	27247790	F	11	100.00	0.00
chr21.27247624	chr21	27247624	R	19	52.63	47.37
chr21.27247628	chr21	27247628	R	19	89.47	10.53
chr21.27247750	chr21	27247750	R	17	100.00	0.00
chr21.27247791	chr21	27247791	R	19	47.37	52.63
chr21.27247831	chr21	27247831	R	19	100.00	0.00
chr21.27249286	chr21	27249286	F	33	100.00	0.00
chr21.27249290	chr21	27249290	F	34	100.00	0.00
chr21.27249332	chr21	27249332	F	30	96.67	3.33
chr21.27249352	chr21	27249352	F	31	100.00	0.00
chr21.27249360	chr21	27249360	F	29	82.76	17.24
chr21.27249425	chr21	27249425	F	31	100.00	0.00
chr21.27249472	chr21	27249472	F	34	88.24	11.76
chr21.27249291	chr21	27249291	R	19	94.74	5.26
chr21.27249333	chr21	27249333	R	19	100.00	0.00
chr21.27249353	chr21	27249353	R	16	100.00	0.00
chr21.27249361	chr21	27249361	R	19	100.00	0.00
chr21.27249426	chr21	27249426	R	19	100.00	0.00
chr21.27249473	chr21	27249473	R	20	100.00	0.00
chr21.27249490	chr21	27249490	R	20	100.00	0.00
chr21.27273035	chr21	27273035	F	45	62.22	37.78
chr21.27273079	chr21	27273079	F	85	100.00	0.00
chr21.27273084	chr21	27273084	F	88	100.00	0.00
chr21.27273095	chr21	27273095	F	81	100.00	0.00
chr21.27273128	chr21	27273128	F	80	100.00	0.00
chr21.27273080	chr21	27273080	R	79	100.00	0.00
chr21.27273085	chr21	27273085	R	79	97.47	2.53
chr21.27273096	chr21	27273096	R	79	2.53	97.47
chr21.27273129	chr21	27273129	R	73	78.08	21.92
chr21.27273158	chr21	27273158	R	43	0.00	100.00
chr21.27281297	chr21	27281297	F	35	100.00	0.00
chr21.27281301	chr21	27281301	F	35	0.00	100.00
chr21.27281304	chr21	27281304	F	36	88.89	11.11
chr21.27281346	chr21	27281346	F	64	100.00	0.00
chr21.27281350	chr21	27281350	F	63	0.00	100.00
chr21.27281357	chr21	27281357	F	62	96.77	3.23
chr21.27281371	chr21	27281371	F	65	100.00	0.00
chr21.27281391	chr21	27281391	F	64	95.31	4.69
chr21.27281302	chr21	27281302	R	17	94.12	5.88
chr21.27281305	chr21	27281305	R	17	100.00	0.00
chr21.27281347	chr21	27281347	R	29	93.10	6.90
chr21.27281351	chr21	27281351	R	36	88.89	11.11
chr21.27281358	chr21	27281358	R	32	100.00	0.00
chr21.27281372	chr21	27281372	R	35	71.43	28.57
chr21.27281392	chr21	27281392	R	29	100.00	0.00
chr21.27281432	chr21	27281432	R	16	100.00	0.00
chr21.27287026	chr21	27287026	F	20	100.00	0.00
chr21.27287055	chr21	27287055	F	18	94.44	5.56
chr21.27287066	chr21	27287066	F	31	100.00	0.00
chr21.27287100	chr21	27287100	F	32	93.75	6.25
chr21.27287107	chr21	27287107	F	38	100.00	0.00
chr21.27287111	chr21	27287111	F	34	100.00	0.00
chr21.27287116	chr21	27287116	F	36	100.00	0.00
chr21.27287144	chr21	27287144	F	18	100.00	0.00
chr21.27287056	chr21	27287056	R	19	100.00	0.00
chr21.27287067	chr21	27287067	R	36	100.00	0.00
chr21.27287101	chr21	27287101	R	33	100.00	0.00
chr21.27287108	chr21	27287108	R	37	91.89	8.11
chr21.27287112	chr21	27287112	R	37	100.00	0.00
chr21.27287117	chr21	27287117	R	32	100.00	0.00
chr21.27287145	chr21	27287145	R	20	100.00	0.00
chr21.27287161	chr21	27287161	R	18	38.89	61.11
chr21.27290818	chr21	27290818	R	17	88.24	11.76
chr21.27290834	chr21	27290834	R	17	100.00	0.00
chr21.27290841	chr21	27290841	R	15	93.33	6.67
chr21.27290845	chr21	27290845	R	14	64.29	35.71
chr21.27290847	chr21	27290847	R	17	100.00	0.00
chr21.27290852	chr21	27290852	R	17	100.00	0.00
chr21.27290862	chr21	27290862	R	17	100.00	0.00
chr21.27290936	chr21	27290936	R	16	100.00	0.00
chr21.27290950	chr21	27290950	R	16	100.00	0.00
chr21.27290965	chr21	27290965	R	17	100.00	0.00
chr21.27290974	chr21	27290974	R	15	100.00	0.00
chr21.27290986	chr21	27290986	R	17	100.00	0.00
chr21.27301242	chr21	27301242	F	16	87.50	12.50
chr21.27301253	chr21	27301253	F	15	40.00	60.00
chr21.27301278	chr21	27301278	F	14	100.00	0.00
chr21.27301283	chr21	27301283	F	15	100.00	0.00
chr21.27302589	chr21	27302589	F	44	100.00	0.00
chr21.27302611	chr21	27302611	F	49	100.00	0.00
chr21.27302647	chr21	27302647	F	45	100.00	0.00
chr21.27302653	chr21	27302653	F	24	0.00	100.00
chr21.27302590	chr21	27302590	R	20	0.00	100.00
chr21.27302612	chr21	27302612	R	39	53.85	46.15
chr21.27302648	chr21	27302648	R	40	65.00	35.00
chr21.27302654	chr21	27302654	R	40	100.00	0.00
chr21.27327948	chr21	27327948	F	33	100.00	0.00
chr21.27327958	chr21	27327958	F	33	100.00	0.00
chr21.27327981	chr21	27327981	F	31	96.77	3.23
chr21.27327991	chr21	27327991	F	32	93.75	6.25
chr21.27328030	chr21	27328030	F	29	100.00	0.00
chr21.27328032	chr21	27328032	F	24	0.00	100.00
chr21.27328065	chr21	27328065	F	20	0.00	100.00
chr21.27328132	chr21	27328132	F	32	93.75	6.25
chr21.27327959	chr21	27327959	R	34	100.00	0.00
chr21.27327982	chr21	27327982	R	33	81.82	18.18
chr21.27327992	chr21	27327992	R	30	96.67	3.33
chr21.27328031	chr21	27328031	R	23	100.00	0.00
chr21.27328033	chr21	27328033	R	26	100.00	0.00
chr21.27328066	chr21	27328066	R	26	96.15	3.85
chr21.27328133	chr21	27328133	R	32	100.00	0.00
chr21.27328162	chr21	27328162	R	32	100.00	0.00
chr21.27371271	chr21	27371271	F	10	100.00	0.00
chr21.27371343	chr21	27371343	F	10	100.00	0.00
chr21.27371463	chr21	27371463	F	26	100.00	0.00
chr21.27371467	chr21	27371467	F	24	100.00	0.00
chr21.27371531	chr21	27371531	F	13	0.00	100.00
chr21.27376766	chr21	27376766	F	16	93.75	6.25
chr21.27376780	chr21	27376780	F	16	100.00	0.00
chr21.27376797	chr21	27376797	F	15	93.33	6.67
chr21.27376828	chr21	27376828	F	30	100.00	0.00
chr21.27376849	chr21	27376849	F	27	92.59	7.41
chr21.27376886	chr21	27376886	F	15	86.67	13.33
chr21.27376896	chr21	27376896	F	16	100.00	0.00
chr21.27376898	chr21	27376898	F	16	100.00	0.00
chr21.27376829	chr21	27376829	R	14	100.00	0.00
chr21.27376850	chr21	27376850	R	17	76.47	23.53
chr21.27382065	chr21	27382065	F	28	85.71	14.29
chr21.27382090	chr21	27382090	F	28	96.43	3.57
chr21.27382155	chr21	27382155	F	27	100.00	0.00
chr21.27382192	chr21	27382192	F	21	100.00	0.00
chr21.27382008	chr21	27382008	R	18	0.00	100.00
chr21.27382030	chr21	27382030	R	15	100.00	0.00
chr21.27382062	chr21	27382062	R	18	100.00	0.00
chr21.27382066	chr21	27382066	R	18	44.44	55.56
chr21.27382091	chr21	27382091	R	35	0.00	100.00
chr21.27382156	chr21	27382156	R	27	0.00	100.00
chr21.27382193	chr21	27382193	R	32	100.00	0.00
chr21.27382263	chr21	27382263	R	37	97.30	2.70
chr21.27389377	chr21	27389377	F	10	100.00	0.00
chr21.27389406	chr21	27389406	F	10	100.00	0.00
chr21.27389419	chr21	27389419	F	10	100.00	0.00
chr21.27389438	chr21	27389438	F	15	66.67	33.33
chr21.27389446	chr21	27389446	F	10	100.00	0.00
chr21.27389468	chr21	27389468	F	10	0.00	100.00
chr21.27389447	chr21	27389447	R	12	100.00	0.00
chr21.27389469	chr21	27389469	R	12	100.00	0.00
chr21.27389501	chr21	27389501	R	10	100.00	0.00
chr21.27389564	chr21	27389564	R	11	100.00	0.00
chr21.27389652	chr21	27389652	R	12	100.00	0.00
chr21.27420439	chr21	27420439	F	11	100.00	0.00
chr21.27420553	chr21	27420553	F	11	72.73	27.27
chr21.27420554	chr21	27420554	R	17	41.18	58.82
chr21.27420564	chr21	27420564	R	15	100.00	0.00
chr21.27428574	chr21	27428574	R	10	90.00	10.00
chr21.27428622	chr21	27428622	R	10	100.00	0.00
chr21.27437262	chr21	27437262	F	21	100.00	0.00
chr21.27437318	chr21	27437318	F	20	90.00	10.00
chr21.27437326	chr21	27437326	F	18	94.44	5.56
chr21.27437358	chr21	27437358	F	24	100.00	0.00
chr21.27437397	chr21	27437397	F	21	100.00	0.00
chr21.27437421	chr21	27437421	F	20	100.00	0.00
chr21.27437319	chr21	27437319	R	29	100.00	0.00
chr21.27437327	chr21	27437327	R	24	95.83	4.17
chr21.27437359	chr21	27437359	R	44	0.00	100.00
chr21.27437398	chr21	27437398	R	29	100.00	0.00
chr21.27437422	chr21	27437422	R	29	100.00	0.00
chr21.27437453	chr21	27437453	R	27	100.00	0.00
chr21.27449129	chr21	27449129	F	23	95.65	4.35
chr21.27449145	chr21	27449145	F	35	94.29	5.71
chr21.27449154	chr21	27449154	F	42	100.00	0.00
chr21.27449161	chr21	27449161	F	46	100.00	0.00
chr21.27449195	chr21	27449195	F	42	100.00	0.00
chr21.27449146	chr21	27449146	R	31	100.00	0.00
chr21.27449155	chr21	27449155	R	31	100.00	0.00
chr21.27449162	chr21	27449162	R	29	75.86	24.14
chr21.27449196	chr21	27449196	R	32	62.50	37.50
chr21.27449236	chr21	27449236	R	17	100.00	0.00
chr21.27452161	chr21	27452161	F	16	100.00	0.00
chr21.27452177	chr21	27452177	F	15	100.00	0.00
chr21.27452237	chr21	27452237	F	14	100.00	0.00
chr21.27452312	chr21	27452312	F	14	92.86	7.14
chr21.27452332	chr21	27452332	F	16	100.00	0.00
chr21.27452178	chr21	27452178	R	20	60.00	40.00
chr21.27452238	chr21	27452238	R	21	90.48	9.52
chr21.27452313	chr21	27452313	R	22	100.00	0.00
chr21.27452333	chr21	27452333	R	22	100.00	0.00
chr21.27452365	chr21	27452365	R	21	100.00	0.00
chr21.27456647	chr21	27456647	F	26	100.00	0.00
chr21.27456655	chr21	27456655	F	27	100.00	0.00
chr21.27456679	chr21	27456679	F	24	95.83	4.17
chr21.27456699	chr21	27456699	F	26	100.00	0.00
chr21.27456703	chr21	27456703	F	27	88.89	11.11
chr21.27456710	chr21	27456710	F	24	100.00	0.00
chr21.27456755	chr21	27456755	F	18	100.00	0.00
chr21.27456792	chr21	27456792	F	24	100.00	0.00
chr21.27456797	chr21	27456797	F	24	95.83	4.17
chr21.27456806	chr21	27456806	F	27	100.00	0.00
chr21.27456814	chr21	27456814	F	24	100.00	0.00
chr21.27456834	chr21	27456834	F	27	100.00	0.00
chr21.27456843	chr21	27456843	F	27	100.00	0.00
chr21.27456845	chr21	27456845	F	27	92.59	7.41
chr21.27456656	chr21	27456656	R	18	94.44	5.56
chr21.27456680	chr21	27456680	R	18	100.00	0.00
chr21.27456700	chr21	27456700	R	16	100.00	0.00
chr21.27456704	chr21	27456704	R	18	100.00	0.00
chr21.27456711	chr21	27456711	R	18	100.00	0.00
chr21.27456756	chr21	27456756	R	15	100.00	0.00
chr21.27456793	chr21	27456793	R	18	100.00	0.00
chr21.27456798	chr21	27456798	R	18	100.00	0.00
chr21.27456807	chr21	27456807	R	17	100.00	0.00
chr21.27456815	chr21	27456815	R	18	100.00	0.00
chr21.27456835	chr21	27456835	R	18	100.00	0.00
chr21.27456844	chr21	27456844	R	18	100.00	0.00
chr21.27456846	chr21	27456846	R	18	100.00	0.00
chr21.27456850	chr21	27456850	R	18	100.00	0.00
chr21.27466154	chr21	27466154	F	17	100.00	0.00
chr21.27466198	chr21	27466198	F	17	100.00	0.00
chr21.27466203	chr21	27466203	F	16	50.00	50.00
chr21.27466207	chr21	27466207	F	16	100.00	0.00
chr21.27466214	chr21	27466214	F	16	81.25	18.75
chr21.27466291	chr21	27466291	F	17	100.00	0.00
chr21.27466303	chr21	27466303	F	18	88.89	11.11
chr21.27466199	chr21	27466199	R	16	100.00	0.00
chr21.27466204	chr21	27466204	R	15	100.00	0.00
chr21.27466208	chr21	27466208	R	16	100.00	0.00
chr21.27466215	chr21	27466215	R	16	100.00	0.00
chr21.27466292	chr21	27466292	R	17	100.00	0.00
chr21.27466304	chr21	27466304	R	17	100.00	0.00
chr21.27466327	chr21	27466327	R	17	52.94	47.06
chr21.27467323	chr21	27467323	F	21	100.00	0.00
chr21.27467407	chr21	27467407	F	35	100.00	0.00
chr21.27467440	chr21	27467440	F	21	100.00	0.00
chr21.27467450	chr21	27467450	F	20	100.00	0.00
chr21.27467408	chr21	27467408	R	52	100.00	0.00
chr21.27467441	chr21	27467441	R	28	96.43	3.57
chr21.27467451	chr21	27467451	R	28	89.29	10.71
chr21.27467457	chr21	27467457	R	28	100.00	0.00
chr21.27470119	chr21	27470119	F	10	100.00	0.00
chr21.27470123	chr21	27470123	F	10	100.00	0.00
chr21.27470125	chr21	27470125	F	10	70.00	30.00
chr21.27470168	chr21	27470168	F	19	0.00	100.00
chr21.27470193	chr21	27470193	F	19	100.00	0.00
chr21.27474427	chr21	27474427	F	31	100.00	0.00
chr21.27474435	chr21	27474435	F	33	100.00	0.00
chr21.27474444	chr21	27474444	F	33	100.00	0.00
chr21.27474463	chr21	27474463	F	31	100.00	0.00
chr21.27474466	chr21	27474466	F	34	76.47	23.53
chr21.27474468	chr21	27474468	F	31	87.10	12.90
chr21.27474474	chr21	27474474	F	33	0.00	100.00
chr21.27474482	chr21	27474482	F	32	100.00	0.00
chr21.27474498	chr21	27474498	F	15	0.00	100.00
chr21.27474566	chr21	27474566	F	70	97.14	2.86
chr21.27474607	chr21	27474607	F	70	100.00	0.00
chr21.27474616	chr21	27474616	F	34	0.00	100.00
chr21.27474428	chr21	27474428	R	17	0.00	100.00
chr21.27474436	chr21	27474436	R	35	0.00	100.00
chr21.27474445	chr21	27474445	R	37	100.00	0.00
chr21.27474464	chr21	27474464	R	37	94.59	5.41
chr21.27474467	chr21	27474467	R	35	100.00	0.00
chr21.27474469	chr21	27474469	R	35	100.00	0.00
chr21.27474475	chr21	27474475	R	36	100.00	0.00
chr21.27474483	chr21	27474483	R	38	100.00	0.00
chr21.27474499	chr21	27474499	R	32	100.00	0.00
chr21.27474567	chr21	27474567	R	46	0.00	100.00
chr21.27474608	chr21	27474608	R	96	100.00	0.00
chr21.27474617	chr21	27474617	R	98	46.94	53.06
chr21.27480924	chr21	27480924	F	12	100.00	0.00
chr21.27480930	chr21	27480930	F	12	100.00	0.00
chr21.27480941	chr21	27480941	F	12	91.67	8.33
chr21.27480969	chr21	27480969	F	21	100.00	0.00
chr21.27480983	chr21	27480983	F	21	100.00	0.00
chr21.27480999	chr21	27480999	F	21	100.00	0.00
chr21.27480931	chr21	27480931	R	20	55.00	45.00
chr21.27480942	chr21	27480942	R	21	95.24	4.76
chr21.27480970	chr21	27480970	R	42	100.00	0.00
chr21.27480984	chr21	27480984	R	43	100.00	0.00
chr21.27481000	chr21	27481000	R	38	100.00	0.00
chr21.27481058	chr21	27481058	R	22	100.00	0.00
chr21.27541949	chr21	27541949	F	35	71.43	28.57
chr21.27541955	chr21	27541955	F	33	0.00	100.00
chr21.27541975	chr21	27541975	F	34	0.00	100.00
chr21.27541979	chr21	27541979	F	35	0.00	100.00
chr21.27541981	chr21	27541981	F	34	0.00	100.00
chr21.27541989	chr21	27541989	F	15	0.00	100.00
chr21.27542001	chr21	27542001	F	19	0.00	100.00
chr21.27542005	chr21	27542005	F	18	61.11	38.89
chr21.27542014	chr21	27542014	F	18	0.00	100.00
chr21.27542020	chr21	27542020	F	19	0.00	100.00
chr21.27542034	chr21	27542034	F	32	0.00	100.00
chr21.27542036	chr21	27542036	F	33	0.00	100.00
chr21.27542041	chr21	27542041	F	32	0.00	100.00
chr21.27542048	chr21	27542048	F	33	0.00	100.00
chr21.27542051	chr21	27542051	F	34	0.00	100.00
chr21.27542057	chr21	27542057	F	35	0.00	100.00
chr21.27542065	chr21	27542065	F	36	0.00	100.00
chr21.27542067	chr21	27542067	F	36	0.00	100.00
chr21.27542080	chr21	27542080	F	35	0.00	100.00
chr21.27542082	chr21	27542082	F	36	44.44	55.56
chr21.27542116	chr21	27542116	F	19	0.00	100.00
chr21.27542120	chr21	27542120	F	18	0.00	100.00
chr21.27542173	chr21	27542173	F	10	90.00	10.00
chr21.27542190	chr21	27542190	F	11	0.00	100.00
chr21.27542212	chr21	27542212	F	14	0.00	100.00
chr21.27542214	chr21	27542214	F	14	0.00	100.00
chr21.27541950	chr21	27541950	R	24	0.00	100.00
chr21.27541956	chr21	27541956	R	48	0.00	100.00
chr21.27541976	chr21	27541976	R	47	0.00	100.00
chr21.27541980	chr21	27541980	R	48	0.00	100.00
chr21.27541982	chr21	27541982	R	48	0.00	100.00
chr21.27541990	chr21	27541990	R	46	0.00	100.00
chr21.27542006	chr21	27542006	R	24	0.00	100.00
chr21.27542015	chr21	27542015	R	24	0.00	100.00
chr21.27542021	chr21	27542021	R	23	4.35	95.65
chr21.27542035	chr21	27542035	R	42	4.76	95.24
chr21.27542037	chr21	27542037	R	40	0.00	100.00
chr21.27542042	chr21	27542042	R	44	0.00	100.00
chr21.27542049	chr21	27542049	R	45	0.00	100.00
chr21.27542052	chr21	27542052	R	45	0.00	100.00
chr21.27542058	chr21	27542058	R	46	0.00	100.00
chr21.27542066	chr21	27542066	R	47	0.00	100.00
chr21.27542068	chr21	27542068	R	43	0.00	100.00
chr21.27542081	chr21	27542081	R	40	0.00	100.00
chr21.27542083	chr21	27542083	R	41	0.00	100.00
chr21.27542117	chr21	27542117	R	24	0.00	100.00
chr21.27542121	chr21	27542121	R	24	0.00	100.00
chr21.27542129	chr21	27542129	R	24	0.00	100.00
chr21.27542134	chr21	27542134	R	11	0.00	100.00
chr21.27542153	chr21	27542153	R	10	0.00	100.00
chr21.27542155	chr21	27542155	R	11	0.00	100.00
chr21.27542174	chr21	27542174	R	18	0.00	100.00
chr21.27542191	chr21	27542191	R	21	33.33	66.67
chr21.27542213	chr21	27542213	R	18	0.00	100.00
chr21.27542215	chr21	27542215	R	18	0.00	100.00
chr21.27542245	chr21	27542245	R	11	0.00	100.00
chr21.27542250	chr21	27542250	R	10	0.00	100.00
chr21.27542252	chr21	27542252	R	11	0.00	100.00
chr21.27542258	chr21	27542258	R	11	0.00	100.00
chr21.27542261	chr21	27542261	R	11	0.00	100.00
chr21.27542264	chr21	27542264	R	10	0.00	100.00
chr21.27542832	chr21	27542832	F	16	0.00	100.00
chr21.27542834	chr21	27542834	F	14	0.00	100.00
chr21.27542843	chr21	27542843	F	16	0.00	100.00
chr21.27542858	chr21	27542858	F	18	0.00	100.00
chr21.27542865	chr21	27542865	F	17	0.00	100.00
chr21.27542870	chr21	27542870	F	17	0.00	100.00
chr21.27542872	chr21	27542872	F	16	0.00	100.00
chr21.27542939	chr21	27542939	F	12	0.00	100.00
chr21.27542951	chr21	27542951	F	11	0.00	100.00
chr21.27542959	chr21	27542959	F	12	0.00	100.00
chr21.27542965	chr21	27542965	F	11	0.00	100.00
chr21.27542986	chr21	27542986	F	12	0.00	100.00
chr21.27542991	chr21	27542991	F	12	83.33	16.67
chr21.27543006	chr21	27543006	F	11	0.00	100.00
chr21.27543008	chr21	27543008	F	12	0.00	100.00
chr21.27543011	chr21	27543011	F	12	0.00	100.00
chr21.27543017	chr21	27543017	F	11	0.00	100.00
chr21.27543020	chr21	27543020	F	12	0.00	100.00
chr21.27543030	chr21	27543030	F	43	0.00	100.00
chr21.27543039	chr21	27543039	F	44	0.00	100.00
chr21.27543041	chr21	27543041	F	65	0.00	100.00
chr21.27543045	chr21	27543045	F	71	73.24	26.76
chr21.27543053	chr21	27543053	F	78	0.00	100.00
chr21.27543055	chr21	27543055	F	79	0.00	100.00
chr21.27543063	chr21	27543063	F	78	0.00	100.00
chr21.27543070	chr21	27543070	F	79	0.00	100.00
chr21.27543076	chr21	27543076	F	77	0.00	100.00
chr21.27543088	chr21	27543088	F	85	2.35	97.65
chr21.27543095	chr21	27543095	F	80	62.50	37.50
chr21.27543099	chr21	27543099	F	81	0.00	100.00
chr21.27543101	chr21	27543101	F	78	0.00	100.00
chr21.27543104	chr21	27543104	F	80	0.00	100.00
chr21.27543107	chr21	27543107	F	76	0.00	100.00
chr21.27543124	chr21	27543124	F	75	0.00	100.00
chr21.27543138	chr21	27543138	F	30	0.00	100.00
chr21.27543148	chr21	27543148	F	31	0.00	100.00
chr21.27543152	chr21	27543152	F	29	0.00	100.00
chr21.27543159	chr21	27543159	F	31	0.00	100.00
chr21.27543175	chr21	27543175	F	30	0.00	100.00
chr21.27543178	chr21	27543178	F	28	0.00	100.00
chr21.27543181	chr21	27543181	F	32	0.00	100.00
chr21.27543184	chr21	27543184	F	16	0.00	100.00
chr21.27543207	chr21	27543207	F	23	8.70	91.30
chr21.27543220	chr21	27543220	F	24	50.00	50.00
chr21.27543222	chr21	27543222	F	21	42.86	57.14
chr21.27543227	chr21	27543227	F	21	0.00	100.00
chr21.27543229	chr21	27543229	F	24	0.00	100.00
chr21.27543243	chr21	27543243	F	21	0.00	100.00
chr21.27543245	chr21	27543245	F	21	0.00	100.00
chr21.27543254	chr21	27543254	F	23	0.00	100.00
chr21.27543257	chr21	27543257	F	23	0.00	100.00
chr21.27543270	chr21	27543270	F	23	0.00	100.00
chr21.27543272	chr21	27543272	F	23	0.00	100.00
chr21.27543281	chr21	27543281	F	22	0.00	100.00
chr21.27543288	chr21	27543288	F	19	0.00	100.00
chr21.27543384	chr21	27543384	F	12	0.00	100.00
chr21.27542693	chr21	27542693	R	14	0.00	100.00
chr21.27542695	chr21	27542695	R	16	0.00	100.00
chr21.27542719	chr21	27542719	R	17	0.00	100.00
chr21.27542725	chr21	27542725	R	18	0.00	100.00
chr21.27542733	chr21	27542733	R	16	0.00	100.00
chr21.27542740	chr21	27542740	R	17	0.00	100.00
chr21.27542744	chr21	27542744	R	18	11.11	88.89
chr21.27542750	chr21	27542750	R	18	0.00	100.00
chr21.27542756	chr21	27542756	R	16	0.00	100.00
chr21.27542780	chr21	27542780	R	17	76.47	23.53
chr21.27542835	chr21	27542835	R	12	0.00	100.00
chr21.27542844	chr21	27542844	R	11	0.00	100.00
chr21.27542866	chr21	27542866	R	12	0.00	100.00
chr21.27542871	chr21	27542871	R	11	0.00	100.00
chr21.27542942	chr21	27542942	R	10	0.00	100.00
chr21.27542966	chr21	27542966	R	10	100.00	0.00
chr21.27542990	chr21	27542990	R	10	0.00	100.00
chr21.27543007	chr21	27543007	R	10	0.00	100.00
chr21.27543012	chr21	27543012	R	10	0.00	100.00
chr21.27543040	chr21	27543040	R	107	0.00	100.00
chr21.27543042	chr21	27543042	R	101	0.00	100.00
chr21.27543046	chr21	27543046	R	112	0.00	100.00
chr21.27543054	chr21	27543054	R	119	0.00	100.00
chr21.27543056	chr21	27543056	R	122	0.00	100.00
chr21.27543064	chr21	27543064	R	122	0.00	100.00
chr21.27543071	chr21	27543071	R	120	0.00	100.00
chr21.27543077	chr21	27543077	R	121	0.00	100.00
chr21.27543089	chr21	27543089	R	121	0.00	100.00
chr21.27543096	chr21	27543096	R	123	0.00	100.00
chr21.27543100	chr21	27543100	R	125	0.00	100.00
