chrBase	chr	base	strand	coverage	freqC	freqT
chr21.18985318	chr21	18985318	F	123	57.72	42.28
chr21.18985329	chr21	18985329	F	123	0.00	100.00
chr21.18985335	chr21	18985335	F	60	0.00	100.00
chr21.18985383	chr21	18985383	F	15	0.00	100.00
chr21.18985387	chr21	18985387	F	19	0.00	100.00
chr21.18985394	chr21	18985394	F	19	0.00	100.00
chr21.18985405	chr21	18985405	F	17	0.00	100.00
chr21.18985424	chr21	18985424	F	19	0.00	100.00
chr21.18985434	chr21	18985434	F	16	0.00	100.00
chr21.18985438	chr21	18985438	F	18	44.44	55.56
chr21.18985440	chr21	18985440	F	20	0.00	100.00
chr21.18985443	chr21	18985443	F	20	0.00	100.00
chr21.18985446	chr21	18985446	F	17	0.00	100.00
chr21.18985448	chr21	18985448	F	19	0.00	100.00
chr21.18985453	chr21	18985453	F	17	0.00	100.00
chr21.18985461	chr21	18985461	F	17	0.00	100.00
chr21.18985463	chr21	18985463	F	19	0.00	100.00
chr21.18985516	chr21	18985516	F	13	0.00	100.00
chr21.18985520	chr21	18985520	F	12	0.00	100.00
chr21.18985527	chr21	18985527	F	13	0.00	100.00
chr21.18985531	chr21	18985531	F	13	0.00	100.00
chr21.18985537	chr21	18985537	F	13	0.00	100.00
chr21.18985543	chr21	18985543	F	13	0.00	100.00
chr21.18985550	chr21	18985550	F	11	0.00	100.00
chr21.18985552	chr21	18985552	F	12	75.00	25.00
chr21.18985554	chr21	18985554	F	13	0.00	100.00
chr21.18985569	chr21	18985569	F	13	46.15	53.85
chr21.18985578	chr21	18985578	F	20	0.00	100.00
chr21.18985610	chr21	18985610	F	20	0.00	100.00
chr21.18985633	chr21	18985633	F	12	0.00	100.00
chr21.18985641	chr21	18985641	F	13	0.00	100.00
chr21.18984626	chr21	18984626	R	17	94.12	5.88
chr21.18984628	chr21	18984628	R	20	0.00	100.00
chr21.18984647	chr21	18984647	R	19	0.00	100.00
chr21.18984667	chr21	18984667	R	21	0.00	100.00
chr21.18984670	chr21	18984670	R	20	0.00	100.00
chr21.18984672	chr21	18984672	R	19	10.53	89.47
chr21.18984700	chr21	18984700	R	20	0.00	100.00
chr21.18984702	chr21	18984702	R	20	0.00	100.00
chr21.18984711	chr21	18984711	R	19	0.00	100.00
chr21.18984719	chr21	18984719	R	11	0.00	100.00
chr21.18984859	chr21	18984859	R	13	0.00	100.00
chr21.18984905	chr21	18984905	R	31	0.00	100.00
chr21.18984910	chr21	18984910	R	24	0.00	100.00
chr21.18984913	chr21	18984913	R	20	0.00	100.00
chr21.18984917	chr21	18984917	R	23	0.00	100.00
chr21.18984923	chr21	18984923	R	24	0.00	100.00
chr21.18984931	chr21	18984931	R	22	0.00	100.00
chr21.18984934	chr21	18984934	R	23	0.00	100.00
chr21.18984940	chr21	18984940	R	22	0.00	100.00
chr21.18984948	chr21	18984948	R	23	0.00	100.00
chr21.18984951	chr21	18984951	R	22	0.00	100.00
chr21.18984967	chr21	18984967	R	21	0.00	100.00
chr21.18984982	chr21	18984982	R	23	0.00	100.00
chr21.18985001	chr21	18985001	R	22	0.00	100.00
chr21.18985284	chr21	18985284	R	41	0.00	100.00
chr21.18985298	chr21	18985298	R	87	0.00	100.00
chr21.18985300	chr21	18985300	R	86	0.00	100.00
chr21.18985302	chr21	18985302	R	80	86.25	13.75
chr21.18985304	chr21	18985304	R	87	0.00	100.00
chr21.18985310	chr21	18985310	R	85	0.00	100.00
chr21.18985315	chr21	18985315	R	84	0.00	100.00
chr21.18985317	chr21	18985317	R	84	0.00	100.00
chr21.18985319	chr21	18985319	R	85	0.00	100.00
chr21.18985330	chr21	18985330	R	85	63.53	36.47
chr21.18985336	chr21	18985336	R	87	0.00	100.00
chr21.18985384	chr21	18985384	R	18	0.00	100.00
chr21.18985388	chr21	18985388	R	16	0.00	100.00
chr21.18985395	chr21	18985395	R	17	0.00	100.00
chr21.18985406	chr21	18985406	R	19	0.00	100.00
chr21.18985425	chr21	18985425	R	17	0.00	100.00
chr21.18985435	chr21	18985435	R	19	0.00	100.00
chr21.18985439	chr21	18985439	R	15	0.00	100.00
chr21.18985441	chr21	18985441	R	16	0.00	100.00
chr21.18985444	chr21	18985444	R	18	0.00	100.00
chr21.18985447	chr21	18985447	R	18	0.00	100.00
chr21.18985449	chr21	18985449	R	19	0.00	100.00
chr21.18985454	chr21	18985454	R	17	0.00	100.00
chr21.18985462	chr21	18985462	R	18	44.44	55.56
chr21.18985464	chr21	18985464	R	19	0.00	100.00
chr21.18985478	chr21	18985478	R	10	0.00	100.00
chr21.18985521	chr21	18985521	R	19	0.00	100.00
chr21.18985528	chr21	18985528	R	19	0.00	100.00
chr21.18985532	chr21	18985532	R	19	0.00	100.00
chr21.18985538	chr21	18985538	R	18	83.33	16.67
chr21.18985544	chr21	18985544	R	19	0.00	100.00
chr21.18985551	chr21	18985551	R	18	0.00	100.00
chr21.18985553	chr21	18985553	R	18	0.00	100.00
chr21.18985555	chr21	18985555	R	17	0.00	100.00
chr21.18985570	chr21	18985570	R	34	0.00	100.00
chr21.18985579	chr21	18985579	R	32	0.00	100.00
chr21.18985611	chr21	18985611	R	30	23.33	76.67
chr21.18985634	chr21	18985634	R	19	0.00	100.00
chr21.18985642	chr21	18985642	R	18	0.00	100.00
chr21.18985669	chr21	18985669	R	19	0.00	100.00
chr21.19004907	chr21	19004907	F	46	100.00	0.00
chr21.19004911	chr21	19004911	F	45	100.00	0.00
chr21.19004923	chr21	19004923	F	46	91.30	8.70
chr21.19004951	chr21	19004951	F	74	0.00	100.00
chr21.19004956	chr21	19004956	F	81	100.00	0.00
chr21.19004960	chr21	19004960	F	83	97.59	2.41
chr21.19004967	chr21	19004967	F	86	100.00	0.00
chr21.19005001	chr21	19005001	F	81	100.00	0.00
chr21.19004912	chr21	19004912	R	36	91.67	8.33
chr21.19004924	chr21	19004924	R	37	100.00	0.00
chr21.19004952	chr21	19004952	R	64	92.19	7.81
chr21.19004957	chr21	19004957	R	70	100.00	0.00
chr21.19004961	chr21	19004961	R	71	100.00	0.00
chr21.19004968	chr21	19004968	R	68	51.47	48.53
chr21.19005002	chr21	19005002	R	64	100.00	0.00
chr21.19005044	chr21	19005044	R	37	97.30	2.70
chr21.19009552	chr21	19009552	F	62	100.00	0.00
chr21.19009584	chr21	19009584	F	61	100.00	0.00
chr21.19009585	chr21	19009585	R	70	100.00	0.00
chr21.19009741	chr21	19009741	R	70	98.57	1.43
chr21.19034838	chr21	19034838	R	12	100.00	0.00
chr21.19034840	chr21	19034840	R	10	100.00	0.00
chr21.19034850	chr21	19034850	R	12	83.33	16.67
chr21.19034878	chr21	19034878	R	20	100.00	0.00
chr21.19034883	chr21	19034883	R	22	77.27	22.73
chr21.19034887	chr21	19034887	R	22	54.55	45.45
chr21.19034894	chr21	19034894	R	22	100.00	0.00
chr21.19034908	chr21	19034908	R	21	100.00	0.00
chr21.19034928	chr21	19034928	R	20	100.00	0.00
chr21.19034939	chr21	19034939	R	12	100.00	0.00
chr21.19034968	chr21	19034968	R	12	83.33	16.67
chr21.19040594	chr21	19040594	F	11	0.00	100.00
chr21.19040716	chr21	19040716	F	11	100.00	0.00
chr21.19040718	chr21	19040718	F	11	100.00	0.00
chr21.19049462	chr21	19049462	F	17	88.24	11.76
chr21.19063968	chr21	19063968	F	29	100.00	0.00
chr21.19063983	chr21	19063983	F	30	0.00	100.00
chr21.19063984	chr21	19063984	R	37	100.00	0.00
chr21.19064159	chr21	19064159	R	37	97.30	2.70
chr21.19065755	chr21	19065755	F	39	100.00	0.00
chr21.19065799	chr21	19065799	F	61	100.00	0.00
chr21.19065819	chr21	19065819	F	71	100.00	0.00
chr21.19065833	chr21	19065833	F	68	85.29	14.71
chr21.19065844	chr21	19065844	F	67	100.00	0.00
chr21.19065849	chr21	19065849	F	64	96.88	3.12
chr21.19065877	chr21	19065877	F	37	100.00	0.00
chr21.19065887	chr21	19065887	F	36	100.00	0.00
chr21.19065800	chr21	19065800	R	65	90.77	9.23
chr21.19065820	chr21	19065820	R	63	100.00	0.00
chr21.19065834	chr21	19065834	R	65	63.08	36.92
chr21.19065845	chr21	19065845	R	67	100.00	0.00
chr21.19065850	chr21	19065850	R	61	100.00	0.00
chr21.19065878	chr21	19065878	R	36	0.00	100.00
chr21.19065888	chr21	19065888	R	37	100.00	0.00
chr21.19065894	chr21	19065894	R	36	86.11	13.89
chr21.19066512	chr21	19066512	F	10	100.00	0.00
chr21.19066522	chr21	19066522	F	10	100.00	0.00
chr21.19066586	chr21	19066586	F	15	80.00	20.00
chr21.19066669	chr21	19066669	F	10	0.00	100.00
chr21.19066679	chr21	19066679	F	10	90.00	10.00
chr21.19066523	chr21	19066523	R	14	92.86	7.14
chr21.19066535	chr21	19066535	R	16	100.00	0.00
chr21.19066575	chr21	19066575	R	15	100.00	0.00
chr21.19066587	chr21	19066587	R	25	100.00	0.00
chr21.19066613	chr21	19066613	R	16	100.00	0.00
chr21.19066640	chr21	19066640	R	15	100.00	0.00
chr21.19066659	chr21	19066659	R	16	0.00	100.00
chr21.19066670	chr21	19066670	R	16	93.75	6.25
chr21.19066680	chr21	19066680	R	16	100.00	0.00
chr21.19066683	chr21	19066683	R	16	93.75	6.25
chr21.19090317	chr21	19090317	F	29	100.00	0.00
chr21.19090351	chr21	19090351	F	32	100.00	0.00
chr21.19090376	chr21	19090376	F	30	100.00	0.00
chr21.19090389	chr21	19090389	F	14	0.00	100.00
chr21.19091937	chr21	19091937	F	12	100.00	0.00
chr21.19091974	chr21	19091974	F	10	60.00	40.00
chr21.19091975	chr21	19091975	R	16	100.00	0.00
chr21.19091988	chr21	19091988	R	18	100.00	0.00
chr21.19092446	chr21	19092446	F	48	100.00	0.00
chr21.19092450	chr21	19092450	F	45	91.11	8.89
chr21.19092458	chr21	19092458	F	44	95.45	4.55
chr21.19092487	chr21	19092487	F	47	100.00	0.00
chr21.19092495	chr21	19092495	F	23	0.00	100.00
chr21.19094955	chr21	19094955	F	37	94.59	5.41
chr21.19094961	chr21	19094961	F	36	100.00	0.00
chr21.19095029	chr21	19095029	F	30	100.00	0.00
chr21.19095102	chr21	19095102	F	35	45.71	54.29
chr21.19094962	chr21	19094962	R	42	71.43	28.57
chr21.19095030	chr21	19095030	R	38	100.00	0.00
chr21.19095103	chr21	19095103	R	42	100.00	0.00
chr21.19095167	chr21	19095167	R	43	100.00	0.00
chr21.19108084	chr21	19108084	F	21	71.43	28.57
chr21.19108114	chr21	19108114	F	21	95.24	4.76
chr21.19108145	chr21	19108145	F	36	100.00	0.00
chr21.19108159	chr21	19108159	F	37	100.00	0.00
chr21.19108203	chr21	19108203	F	21	100.00	0.00
chr21.19108213	chr21	19108213	F	21	100.00	0.00
chr21.19108215	chr21	19108215	F	21	95.24	4.76
chr21.19108115	chr21	19108115	R	17	94.12	5.88
chr21.19108146	chr21	19108146	R	29	100.00	0.00
chr21.19108160	chr21	19108160	R	31	100.00	0.00
chr21.19108204	chr21	19108204	R	17	100.00	0.00
chr21.19108214	chr21	19108214	R	17	100.00	0.00
chr21.19108216	chr21	19108216	R	17	88.24	11.76
chr21.19108220	chr21	19108220	R	17	0.00	100.00
chr21.19117115	chr21	19117115	F	44	100.00	0.00
chr21.19117119	chr21	19117119	F	45	91.11	8.89
chr21.19117124	chr21	19117124	F	40	100.00	0.00
chr21.19117147	chr21	19117147	F	43	95.35	4.65
chr21.19117183	chr21	19117183	F	30	26.67	73.33
chr21.19117253	chr21	19117253	F	16	100.00	0.00
chr21.19117116	chr21	19117116	R	20	0.00	100.00
chr21.19117120	chr21	19117120	R	36	100.00	0.00
chr21.19117125	chr21	19117125	R	39	74.36	25.64
chr21.19117148	chr21	19117148	R	39	66.67	33.33
chr21.19117184	chr21	19117184	R	38	94.74	5.26
chr21.19117254	chr21	19117254	R	13	84.62	15.38
chr21.19117892	chr21	19117892	F	28	75.00	25.00
chr21.19117900	chr21	19117900	F	31	100.00	0.00
chr21.19117960	chr21	19117960	F	14	0.00	100.00
chr21.19130169	chr21	19130169	F	25	88.00	12.00
chr21.19130187	chr21	19130187	F	22	95.45	4.55
chr21.19130210	chr21	19130210	F	22	100.00	0.00
chr21.19130219	chr21	19130219	F	22	100.00	0.00
chr21.19130234	chr21	19130234	F	43	100.00	0.00
chr21.19130244	chr21	19130244	F	40	92.50	7.50
chr21.19130278	chr21	19130278	F	21	100.00	0.00
chr21.19130300	chr21	19130300	F	21	100.00	0.00
chr21.19130316	chr21	19130316	F	21	0.00	100.00
chr21.19130188	chr21	19130188	R	26	100.00	0.00
chr21.19130211	chr21	19130211	R	28	0.00	100.00
chr21.19130220	chr21	19130220	R	27	100.00	0.00
chr21.19130235	chr21	19130235	R	50	38.00	62.00
chr21.19130245	chr21	19130245	R	52	0.00	100.00
chr21.19130279	chr21	19130279	R	26	100.00	0.00
chr21.19130301	chr21	19130301	R	29	100.00	0.00
chr21.19130317	chr21	19130317	R	28	100.00	0.00
chr21.19130323	chr21	19130323	R	29	24.14	75.86
chr21.19138431	chr21	19138431	F	12	91.67	8.33
chr21.19138437	chr21	19138437	F	12	100.00	0.00
chr21.19138447	chr21	19138447	F	11	81.82	18.18
chr21.19138491	chr21	19138491	F	12	100.00	0.00
chr21.19138525	chr21	19138525	F	10	100.00	0.00
chr21.19138566	chr21	19138566	F	12	100.00	0.00
chr21.19138570	chr21	19138570	F	10	70.00	30.00
chr21.19138578	chr21	19138578	F	12	100.00	0.00
chr21.19138438	chr21	19138438	R	28	100.00	0.00
chr21.19138448	chr21	19138448	R	30	86.67	13.33
chr21.19138492	chr21	19138492	R	27	100.00	0.00
chr21.19138526	chr21	19138526	R	21	42.86	57.14
chr21.19138567	chr21	19138567	R	28	78.57	21.43
chr21.19138571	chr21	19138571	R	26	100.00	0.00
chr21.19138579	chr21	19138579	R	30	100.00	0.00
chr21.19138635	chr21	19138635	R	29	55.17	44.83
chr21.19191199	chr21	19191199	F	46	0.00	100.00
chr21.19191213	chr21	19191213	F	49	0.00	100.00
chr21.19191220	chr21	19191220	F	49	0.00	100.00
chr21.19191224	chr21	19191224	F	50	4.00	96.00
chr21.19191227	chr21	19191227	F	48	70.83	29.17
chr21.19191235	chr21	19191235	F	48	0.00	100.00
chr21.19191241	chr21	19191241	F	25	0.00	100.00
chr21.19191333	chr21	19191333	F	58	0.00	100.00
chr21.19191359	chr21	19191359	F	61	70.49	29.51
chr21.19191363	chr21	19191363	F	62	0.00	100.00
chr21.19191372	chr21	19191372	F	57	80.70	19.30
chr21.19191375	chr21	19191375	F	61	49.18	50.82
chr21.19191379	chr21	19191379	F	31	0.00	100.00
chr21.19191422	chr21	19191422	F	15	73.33	26.67
chr21.19191429	chr21	19191429	F	16	56.25	43.75
chr21.19191432	chr21	19191432	F	14	0.00	100.00
chr21.19191441	chr21	19191441	F	16	0.00	100.00
chr21.19191443	chr21	19191443	F	16	6.25	93.75
chr21.19191445	chr21	19191445	F	16	0.00	100.00
chr21.19191449	chr21	19191449	F	16	0.00	100.00
chr21.19191463	chr21	19191463	F	16	0.00	100.00
chr21.19191465	chr21	19191465	F	15	0.00	100.00
chr21.19191477	chr21	19191477	F	15	73.33	26.67
chr21.19191485	chr21	19191485	F	14	0.00	100.00
chr21.19191488	chr21	19191488	F	15	0.00	100.00
chr21.19191497	chr21	19191497	F	16	0.00	100.00
chr21.19191500	chr21	19191500	F	16	0.00	100.00
chr21.19191505	chr21	19191505	F	14	0.00	100.00
chr21.19191512	chr21	19191512	F	15	60.00	40.00
chr21.19191514	chr21	19191514	F	14	0.00	100.00
chr21.19191534	chr21	19191534	F	15	0.00	100.00
chr21.19191541	chr21	19191541	F	13	0.00	100.00
chr21.19191548	chr21	19191548	F	13	0.00	100.00
chr21.19191557	chr21	19191557	F	15	66.67	33.33
chr21.19191562	chr21	19191562	F	13	0.00	100.00
chr21.19191578	chr21	19191578	F	14	0.00	100.00
chr21.19191608	chr21	19191608	F	15	0.00	100.00
chr21.19191620	chr21	19191620	F	16	0.00	100.00
chr21.19191731	chr21	19191731	F	94	0.00	100.00
chr21.19191742	chr21	19191742	F	95	0.00	100.00
chr21.19191753	chr21	19191753	F	95	63.16	36.84
chr21.19191765	chr21	19191765	F	96	0.00	100.00
chr21.19191767	chr21	19191767	F	98	0.00	100.00
chr21.19191771	chr21	19191771	F	93	0.00	100.00
chr21.19191773	chr21	19191773	F	98	65.31	34.69
chr21.19191785	chr21	19191785	F	97	0.00	100.00
chr21.19191787	chr21	19191787	F	96	62.50	37.50
chr21.19191791	chr21	19191791	F	97	0.00	100.00
chr21.19191794	chr21	19191794	F	86	2.33	97.67
chr21.19191810	chr21	19191810	F	39	0.00	100.00
chr21.19191818	chr21	19191818	F	37	0.00	100.00
chr21.19191829	chr21	19191829	F	40	80.00	20.00
chr21.19191832	chr21	19191832	F	37	75.68	24.32
chr21.19191835	chr21	19191835	F	35	82.86	17.14
chr21.19191843	chr21	19191843	F	37	0.00	100.00
chr21.19191848	chr21	19191848	F	39	0.00	100.00
chr21.19191866	chr21	19191866	F	36	0.00	100.00
chr21.19191879	chr21	19191879	F	28	0.00	100.00
chr21.19191892	chr21	19191892	F	10	0.00	100.00
chr21.19191904	chr21	19191904	F	19	0.00	100.00
chr21.19191928	chr21	19191928	F	20	0.00	100.00
chr21.19191935	chr21	19191935	F	19	0.00	100.00
chr21.19191945	chr21	19191945	F	16	0.00	100.00
chr21.19191951	chr21	19191951	F	19	0.00	100.00
chr21.19191200	chr21	19191200	R	19	0.00	100.00
chr21.19191214	chr21	19191214	R	37	0.00	100.00
chr21.19191221	chr21	19191221	R	35	57.14	42.86
chr21.19191225	chr21	19191225	R	37	0.00	100.00
chr21.19191228	chr21	19191228	R	38	0.00	100.00
chr21.19191236	chr21	19191236	R	38	0.00	100.00
chr21.19191242	chr21	19191242	R	37	40.54	59.46
chr21.19191334	chr21	19191334	R	27	0.00	100.00
chr21.19191360	chr21	19191360	R	54	0.00	100.00
chr21.19191364	chr21	19191364	R	53	0.00	100.00
chr21.19191373	chr21	19191373	R	52	0.00	100.00
chr21.19191376	chr21	19191376	R	52	0.00	100.00
chr21.19191380	chr21	19191380	R	51	0.00	100.00
chr21.19191687	chr21	19191687	R	14	0.00	100.00
chr21.19191698	chr21	19191698	R	14	0.00	100.00
chr21.19191702	chr21	19191702	R	14	0.00	100.00
chr21.19191705	chr21	19191705	R	14	0.00	100.00
chr21.19191707	chr21	19191707	R	11	0.00	100.00
chr21.19191709	chr21	19191709	R	14	0.00	100.00
chr21.19191719	chr21	19191719	R	14	0.00	100.00
chr21.19191729	chr21	19191729	R	13	0.00	100.00
chr21.19191732	chr21	19191732	R	53	0.00	100.00
chr21.19191743	chr21	19191743	R	81	0.00	100.00
chr21.19191754	chr21	19191754	R	79	59.49	40.51
chr21.19191766	chr21	19191766	R	78	71.79	28.21
chr21.19191768	chr21	19191768	R	81	0.00	100.00
chr21.19191772	chr21	19191772	R	81	0.00	100.00
chr21.19191774	chr21	19191774	R	82	79.27	20.73
chr21.19191786	chr21	19191786	R	75	1.33	98.67
chr21.19191788	chr21	19191788	R	81	0.00	100.00
chr21.19191792	chr21	19191792	R	82	0.00	100.00
chr21.19191795	chr21	19191795	R	94	72.34	27.66
chr21.19191811	chr21	19191811	R	29	48.28	51.72
chr21.19191819	chr21	19191819	R	30	46.67	53.33
chr21.19191830	chr21	19191830	R	29	89.66	10.34
chr21.19191833	chr21	19191833	R	28	0.00	100.00
chr21.19191836	chr21	19191836	R	27	62.96	37.04
chr21.19191844	chr21	19191844	R	30	0.00	100.00
chr21.19191849	chr21	19191849	R	28	0.00	100.00
chr21.19191867	chr21	19191867	R	27	0.00	100.00
chr21.19191880	chr21	19191880	R	24	0.00	100.00
chr21.19205905	chr21	19205905	F	24	0.00	100.00
chr21.19205966	chr21	19205966	F	45	44.44	55.56
chr21.19205972	chr21	19205972	F	45	66.67	33.33
chr21.19205987	chr21	19205987	F	46	73.91	26.09
chr21.19205996	chr21	19205996	F	44	0.00	100.00
chr21.19206024	chr21	19206024	F	23	52.17	47.83
chr21.19206036	chr21	19206036	F	24	0.00	100.00
chr21.19205838	chr21	19205838	R	14	0.00	100.00
chr21.19205846	chr21	19205846	R	27	0.00	100.00
chr21.19205870	chr21	19205870	R	28	46.43	53.57
chr21.19205890	chr21	19205890	R	27	62.96	37.04
chr21.19205894	chr21	19205894	R	29	0.00	100.00
chr21.19205906	chr21	19205906	R	29	0.00	100.00
chr21.19205967	chr21	19205967	R	37	0.00	100.00
chr21.19205973	chr21	19205973	R	37	0.00	100.00
chr21.19205988	chr21	19205988	R	38	0.00	100.00
chr21.19205997	chr21	19205997	R	35	0.00	100.00
chr21.19206025	chr21	19206025	R	21	57.14	42.86
chr21.19206037	chr21	19206037	R	21	80.95	19.05
chr21.19206041	chr21	19206041	R	21	71.43	28.57
chr21.19256645	chr21	19256645	F	13	84.62	15.38
chr21.19256657	chr21	19256657	F	16	0.00	100.00
chr21.19256679	chr21	19256679	F	15	0.00	100.00
chr21.19256703	chr21	19256703	F	16	0.00	100.00
chr21.19256707	chr21	19256707	F	14	0.00	100.00
chr21.19256715	chr21	19256715	F	16	0.00	100.00
chr21.19256646	chr21	19256646	R	10	0.00	100.00
chr21.19256658	chr21	19256658	R	20	0.00	100.00
chr21.19256680	chr21	19256680	R	22	18.18	81.82
chr21.19256704	chr21	19256704	R	22	0.00	100.00
chr21.19256708	chr21	19256708	R	19	0.00	100.00
chr21.19256716	chr21	19256716	R	20	0.00	100.00
chr21.19256720	chr21	19256720	R	21	0.00	100.00
chr21.19267734	chr21	19267734	R	11	0.00	100.00
chr21.19267790	chr21	19267790	R	21	0.00	100.00
chr21.19267798	chr21	19267798	R	21	0.00	100.00
chr21.19267802	chr21	19267802	R	22	0.00	100.00
chr21.19279947	chr21	19279947	F	20	0.00	100.00
chr21.19279995	chr21	19279995	F	36	0.00	100.00
chr21.19280004	chr21	19280004	F	36	0.00	100.00
chr21.19280011	chr21	19280011	F	35	0.00	100.00
chr21.19280025	chr21	19280025	F	36	0.00	100.00
chr21.19280046	chr21	19280046	F	32	0.00	100.00
chr21.19279996	chr21	19279996	R	50	66.00	34.00
chr21.19280005	chr21	19280005	R	44	0.00	100.00
chr21.19280012	chr21	19280012	R	51	0.00	100.00
chr21.19280026	chr21	19280026	R	48	0.00	100.00
chr21.19280047	chr21	19280047	R	27	0.00	100.00
chr21.19280086	chr21	19280086	R	28	0.00	100.00
chr21.19310888	chr21	19310888	F	43	0.00	100.00
chr21.19310894	chr21	19310894	F	43	2.33	97.67
chr21.19310896	chr21	19310896	F	44	81.82	18.18
chr21.19310940	chr21	19310940	F	41	0.00	100.00
chr21.19310944	chr21	19310944	F	39	0.00	100.00
chr21.19310950	chr21	19310950	F	44	0.00	100.00
chr21.19310952	chr21	19310952	F	40	77.50	22.50
chr21.19310995	chr21	19310995	F	32	0.00	100.00
chr21.19311016	chr21	19311016	F	39	0.00	100.00
chr21.19311030	chr21	19311030	F	37	0.00	100.00
chr21.19311083	chr21	19311083	F	41	0.00	100.00
chr21.19311086	chr21	19311086	F	44	54.55	45.45
chr21.19310895	chr21	19310895	R	40	80.00	20.00
chr21.19310897	chr21	19310897	R	39	0.00	100.00
chr21.19310941	chr21	19310941	R	39	0.00	100.00
chr21.19310945	chr21	19310945	R	38	0.00	100.00
chr21.19310951	chr21	19310951	R	37	0.00	100.00
chr21.19310953	chr21	19310953	R	37	0.00	100.00
chr21.19310986	chr21	19310986	R	25	0.00	100.00
chr21.19310996	chr21	19310996	R	31	0.00	100.00
chr21.19311017	chr21	19311017	R	35	0.00	100.00
chr21.19311031	chr21	19311031	R	40	0.00	100.00
chr21.19311084	chr21	19311084	R	40	0.00	100.00
chr21.19311087	chr21	19311087	R	41	56.10	43.90
chr21.19311091	chr21	19311091	R	40	2.50	97.50
chr21.19317316	chr21	19317316	F	72	0.00	100.00
chr21.19317323	chr21	19317323	F	72	0.00	100.00
chr21.19317354	chr21	19317354	F	79	0.00	100.00
chr21.19317385	chr21	19317385	F	40	0.00	100.00
chr21.19365104	chr21	19365104	F	23	4.35	95.65
chr21.19365159	chr21	19365159	F	22	0.00	100.00
chr21.19365198	chr21	19365198	F	35	74.29	25.71
chr21.19365212	chr21	19365212	F	21	0.00	100.00
chr21.19365228	chr21	19365228	F	20	85.00	15.00
chr21.19365258	chr21	19365258	F	23	60.87	39.13
chr21.19365261	chr21	19365261	F	22	50.00	50.00
chr21.19365160	chr21	19365160	R	22	36.36	63.64
chr21.19365199	chr21	19365199	R	41	63.41	36.59
chr21.19365213	chr21	19365213	R	25	0.00	100.00
chr21.19365229	chr21	19365229	R	25	0.00	100.00
chr21.19365259	chr21	19365259	R	26	65.38	34.62
chr21.19365262	chr21	19365262	R	25	0.00	100.00
chr21.19365266	chr21	19365266	R	25	0.00	100.00
chr21.19371104	chr21	19371104	F	28	89.29	10.71
chr21.19371167	chr21	19371167	F	50	0.00	100.00
chr21.19371168	chr21	19371168	R	42	0.00	100.00
chr21.19371261	chr21	19371261	R	23	0.00	100.00
chr21.19382471	chr21	19382471	F	147	49.66	50.34
chr21.19382475	chr21	19382475	F	145	72.41	27.59
chr21.19382483	chr21	19382483	F	144	0.00	100.00
chr21.19382530	chr21	19382530	F	145	0.00	100.00
chr21.19382538	chr21	19382538	F	69	0.00	100.00
chr21.19382472	chr21	19382472	R	90	1.11	98.89
chr21.19382476	chr21	19382476	R	183	1.09	98.91
chr21.19382484	chr21	19382484	R	182	0.00	100.00
chr21.19382531	chr21	19382531	R	177	0.00	100.00
chr21.19382539	chr21	19382539	R	180	0.00	100.00
chr21.19443588	chr21	19443588	F	54	0.00	100.00
chr21.19443684	chr21	19443684	F	84	0.00	100.00
chr21.19443705	chr21	19443705	F	51	1.96	98.04
chr21.19443752	chr21	19443752	F	53	0.00	100.00
chr21.19443685	chr21	19443685	R	97	0.00	100.00
chr21.19443706	chr21	19443706	R	55	0.00	100.00
chr21.19443753	chr21	19443753	R	57	64.91	35.09
chr21.19443759	chr21	19443759	R	58	55.17	44.83
chr21.19517475	chr21	19517475	F	42	78.57	21.43
chr21.19517479	chr21	19517479	F	42	0.00	100.00
chr21.19517481	chr21	19517481	F	43	0.00	100.00
chr21.19517519	chr21	19517519	F	75	0.00	100.00
chr21.19517528	chr21	19517528	F	69	0.00	100.00
chr21.19517549	chr21	19517549	F	78	0.00	100.00
chr21.19517581	chr21	19517581	F	40	0.00	100.00
chr21.19517480	chr21	19517480	R	46	76.09	23.91
chr21.19517482	chr21	19517482	R	44	0.00	100.00
chr21.19517520	chr21	19517520	R	82	0.00	100.00
chr21.19517529	chr21	19517529	R	84	0.00	100.00
chr21.19517550	chr21	19517550	R	80	2.50	97.50
chr21.19517582	chr21	19517582	R	44	2.27	97.73
chr21.19517611	chr21	19517611	R	46	0.00	100.00
chr21.19522791	chr21	19522791	F	19	0.00	100.00
chr21.19522818	chr21	19522818	F	18	0.00	100.00
chr21.19522846	chr21	19522846	F	10	0.00	100.00
chr21.19539828	chr21	19539828	R	12	75.00	25.00
chr21.19543746	chr21	19543746	R	11	0.00	100.00
chr21.19543771	chr21	19543771	R	11	0.00	100.00
chr21.19569786	chr21	19569786	F	22	54.55	45.45
chr21.19569790	chr21	19569790	F	22	27.27	72.73
chr21.19569857	chr21	19569857	F	11	0.00	100.00
chr21.19569787	chr21	19569787	R	16	0.00	100.00
chr21.19569791	chr21	19569791	R	30	60.00	40.00
chr21.19569858	chr21	19569858	R	35	0.00	100.00
chr21.19574214	chr21	19574214	F	40	0.00	100.00
chr21.19574222	chr21	19574222	F	40	2.50	97.50
chr21.19574266	chr21	19574266	F	39	0.00	100.00
chr21.19574270	chr21	19574270	F	37	0.00	100.00
chr21.19574282	chr21	19574282	F	38	50.00	50.00
