chrBase	chr	base	strand	coverage	freqC	freqT
chr21.32931666	chr21	32931666	F	11	72.73	27.27
chr21.32931674	chr21	32931674	F	12	0.00	100.00
chr21.32931680	chr21	32931680	F	10	0.00	100.00
chr21.32931682	chr21	32931682	F	11	0.00	100.00
chr21.32931725	chr21	32931725	F	17	58.82	41.18
chr21.32931732	chr21	32931732	F	17	0.00	100.00
chr21.32929854	chr21	32929854	R	12	0.00	100.00
chr21.32929872	chr21	32929872	R	19	36.84	63.16
chr21.32929891	chr21	32929891	R	23	47.83	52.17
chr21.32929929	chr21	32929929	R	24	33.33	66.67
chr21.32929940	chr21	32929940	R	23	73.91	26.09
chr21.32929955	chr21	32929955	R	23	82.61	17.39
chr21.32929960	chr21	32929960	R	23	0.00	100.00
chr21.32930023	chr21	32930023	R	10	0.00	100.00
chr21.32930322	chr21	32930322	R	23	0.00	100.00
chr21.32930335	chr21	32930335	R	39	0.00	100.00
chr21.32930348	chr21	32930348	R	39	89.74	10.26
chr21.32930350	chr21	32930350	R	39	0.00	100.00
chr21.32930371	chr21	32930371	R	36	0.00	100.00
chr21.32930383	chr21	32930383	R	39	0.00	100.00
chr21.32930390	chr21	32930390	R	40	50.00	50.00
chr21.32930393	chr21	32930393	R	53	0.00	100.00
chr21.32930406	chr21	32930406	R	28	0.00	100.00
chr21.32930410	chr21	32930410	R	27	0.00	100.00
chr21.32930413	chr21	32930413	R	28	57.14	42.86
chr21.32930415	chr21	32930415	R	27	0.00	100.00
chr21.32930424	chr21	32930424	R	27	70.37	29.63
chr21.32930434	chr21	32930434	R	29	0.00	100.00
chr21.32930453	chr21	32930453	R	26	0.00	100.00
chr21.32930462	chr21	32930462	R	28	0.00	100.00
chr21.32930464	chr21	32930464	R	29	65.52	34.48
chr21.32930476	chr21	32930476	R	27	0.00	100.00
chr21.32930483	chr21	32930483	R	52	0.00	100.00
chr21.32930490	chr21	32930490	R	51	0.00	100.00
chr21.32930492	chr21	32930492	R	56	62.50	37.50
chr21.32930495	chr21	32930495	R	54	0.00	100.00
chr21.32930506	chr21	32930506	R	54	0.00	100.00
chr21.32930511	chr21	32930511	R	55	0.00	100.00
chr21.32930531	chr21	32930531	R	56	66.07	33.93
chr21.32930536	chr21	32930536	R	54	81.48	18.52
chr21.32930542	chr21	32930542	R	55	0.00	100.00
chr21.32930552	chr21	32930552	R	54	0.00	100.00
chr21.32930554	chr21	32930554	R	56	92.86	7.14
chr21.32930576	chr21	32930576	R	29	3.45	96.55
chr21.32930591	chr21	32930591	R	42	2.38	97.62
chr21.32930609	chr21	32930609	R	80	0.00	100.00
chr21.32930615	chr21	32930615	R	84	0.00	100.00
chr21.32930625	chr21	32930625	R	80	52.50	47.50
chr21.32930644	chr21	32930644	R	82	0.00	100.00
chr21.32930707	chr21	32930707	R	35	0.00	100.00
chr21.32930713	chr21	32930713	R	71	76.06	23.94
chr21.32930719	chr21	32930719	R	68	51.47	48.53
chr21.32930724	chr21	32930724	R	73	0.00	100.00
chr21.32930729	chr21	32930729	R	70	0.00	100.00
chr21.32930741	chr21	32930741	R	70	58.57	41.43
chr21.32930750	chr21	32930750	R	71	0.00	100.00
chr21.32930752	chr21	32930752	R	71	0.00	100.00
chr21.32930755	chr21	32930755	R	67	0.00	100.00
chr21.32930758	chr21	32930758	R	72	51.39	48.61
chr21.32930772	chr21	32930772	R	71	0.00	100.00
chr21.32930858	chr21	32930858	R	11	63.64	36.36
chr21.32931107	chr21	32931107	R	14	0.00	100.00
chr21.32931123	chr21	32931123	R	28	0.00	100.00
chr21.32931130	chr21	32931130	R	27	92.59	7.41
chr21.32931142	chr21	32931142	R	28	0.00	100.00
chr21.32931148	chr21	32931148	R	26	0.00	100.00
chr21.32931275	chr21	32931275	R	23	0.00	100.00
chr21.32931281	chr21	32931281	R	77	0.00	100.00
chr21.32931286	chr21	32931286	R	79	0.00	100.00
chr21.32931295	chr21	32931295	R	78	62.82	37.18
chr21.32931311	chr21	32931311	R	76	0.00	100.00
chr21.32931315	chr21	32931315	R	80	0.00	100.00
chr21.32931323	chr21	32931323	R	80	0.00	100.00
chr21.32931327	chr21	32931327	R	79	0.00	100.00
chr21.32931329	chr21	32931329	R	79	0.00	100.00
chr21.32931345	chr21	32931345	R	79	0.00	100.00
chr21.32931347	chr21	32931347	R	77	0.00	100.00
chr21.32931351	chr21	32931351	R	80	56.25	43.75
chr21.32931354	chr21	32931354	R	79	5.06	94.94
chr21.32931357	chr21	32931357	R	77	0.00	100.00
chr21.32931360	chr21	32931360	R	77	66.23	33.77
chr21.32931363	chr21	32931363	R	78	0.00	100.00
chr21.32931374	chr21	32931374	R	48	0.00	100.00
chr21.32931378	chr21	32931378	R	15	80.00	20.00
chr21.32931380	chr21	32931380	R	15	0.00	100.00
chr21.32931384	chr21	32931384	R	16	0.00	100.00
chr21.32931390	chr21	32931390	R	14	0.00	100.00
chr21.32931394	chr21	32931394	R	16	0.00	100.00
chr21.32931408	chr21	32931408	R	14	71.43	28.57
chr21.32931428	chr21	32931428	R	16	0.00	100.00
chr21.32931434	chr21	32931434	R	13	84.62	15.38
chr21.32931440	chr21	32931440	R	16	0.00	100.00
chr21.32931447	chr21	32931447	R	17	0.00	100.00
chr21.32931510	chr21	32931510	R	45	2.22	97.78
chr21.32931523	chr21	32931523	R	86	54.65	45.35
chr21.32931528	chr21	32931528	R	87	0.00	100.00
chr21.32931543	chr21	32931543	R	86	0.00	100.00
chr21.32931548	chr21	32931548	R	86	0.00	100.00
chr21.32931552	chr21	32931552	R	85	0.00	100.00
chr21.32931570	chr21	32931570	R	84	0.00	100.00
chr21.32931580	chr21	32931580	R	87	0.00	100.00
chr21.32931584	chr21	32931584	R	80	0.00	100.00
chr21.32931587	chr21	32931587	R	82	0.00	100.00
chr21.32931595	chr21	32931595	R	13	15.38	84.62
chr21.32931597	chr21	32931597	R	13	100.00	0.00
chr21.32931600	chr21	32931600	R	12	0.00	100.00
chr21.32931612	chr21	32931612	R	13	0.00	100.00
chr21.32931617	chr21	32931617	R	13	0.00	100.00
chr21.32931619	chr21	32931619	R	12	0.00	100.00
chr21.32931621	chr21	32931621	R	14	0.00	100.00
chr21.32931633	chr21	32931633	R	11	0.00	100.00
chr21.32931635	chr21	32931635	R	13	0.00	100.00
chr21.32931639	chr21	32931639	R	13	84.62	15.38
chr21.32931642	chr21	32931642	R	12	91.67	8.33
chr21.32931644	chr21	32931644	R	12	0.00	100.00
chr21.32931646	chr21	32931646	R	13	0.00	100.00
chr21.32931667	chr21	32931667	R	12	0.00	100.00
chr21.32931675	chr21	32931675	R	14	85.71	14.29
chr21.32931681	chr21	32931681	R	13	69.23	30.77
chr21.32931683	chr21	32931683	R	11	0.00	100.00
chr21.32931733	chr21	32931733	R	20	0.00	100.00
chr21.32931771	chr21	32931771	R	19	0.00	100.00
chr21.32932324	chr21	32932324	F	14	57.14	42.86
chr21.32932341	chr21	32932341	F	13	0.00	100.00
chr21.32932343	chr21	32932343	F	14	0.00	100.00
chr21.32932349	chr21	32932349	F	14	0.00	100.00
chr21.32932355	chr21	32932355	F	12	0.00	100.00
chr21.32932361	chr21	32932361	F	14	71.43	28.57
chr21.32932372	chr21	32932372	F	14	0.00	100.00
chr21.32932376	chr21	32932376	F	13	0.00	100.00
chr21.32932393	chr21	32932393	F	10	90.00	10.00
chr21.32932526	chr21	32932526	F	18	0.00	100.00
chr21.32932562	chr21	32932562	F	18	88.89	11.11
chr21.32932325	chr21	32932325	R	27	0.00	100.00
chr21.32932342	chr21	32932342	R	28	0.00	100.00
chr21.32932344	chr21	32932344	R	28	46.43	53.57
chr21.32932350	chr21	32932350	R	28	7.14	92.86
chr21.32932356	chr21	32932356	R	29	0.00	100.00
chr21.32932362	chr21	32932362	R	29	0.00	100.00
chr21.32932373	chr21	32932373	R	26	0.00	100.00
chr21.32932377	chr21	32932377	R	27	0.00	100.00
chr21.32932394	chr21	32932394	R	26	0.00	100.00
chr21.32932400	chr21	32932400	R	14	0.00	100.00
chr21.32932563	chr21	32932563	R	18	0.00	100.00
chr21.32932586	chr21	32932586	R	17	5.88	94.12
chr21.32942504	chr21	32942504	F	10	100.00	0.00
chr21.32942510	chr21	32942510	F	10	100.00	0.00
chr21.32942531	chr21	32942531	F	10	90.00	10.00
chr21.32942548	chr21	32942548	F	18	94.44	5.56
chr21.32942557	chr21	32942557	F	20	0.00	100.00
chr21.32942572	chr21	32942572	F	20	100.00	0.00
chr21.32942608	chr21	32942608	F	10	100.00	0.00
chr21.32944893	chr21	32944893	F	24	100.00	0.00
chr21.32944917	chr21	32944917	F	26	96.15	3.85
chr21.32944925	chr21	32944925	F	23	100.00	0.00
chr21.32944918	chr21	32944918	R	20	75.00	25.00
chr21.32944926	chr21	32944926	R	18	88.89	11.11
chr21.32945062	chr21	32945062	R	20	100.00	0.00
chr21.32957964	chr21	32957964	F	23	100.00	0.00
chr21.32958114	chr21	32958114	F	13	100.00	0.00
chr21.32958120	chr21	32958120	F	13	100.00	0.00
chr21.32958181	chr21	32958181	F	10	60.00	40.00
chr21.32958115	chr21	32958115	R	20	90.00	10.00
chr21.32958121	chr21	32958121	R	14	78.57	21.43
chr21.32958182	chr21	32958182	R	13	46.15	53.85
chr21.32958333	chr21	32958333	R	15	86.67	13.33
chr21.32963371	chr21	32963371	F	12	83.33	16.67
chr21.32963425	chr21	32963425	F	20	80.00	20.00
chr21.32963313	chr21	32963313	R	12	100.00	0.00
chr21.32963372	chr21	32963372	R	12	83.33	16.67
chr21.32963426	chr21	32963426	R	17	100.00	0.00
chr21.32963490	chr21	32963490	R	10	100.00	0.00
chr21.32966341	chr21	32966341	F	33	0.00	100.00
chr21.32966347	chr21	32966347	F	31	61.29	38.71
chr21.32966360	chr21	32966360	F	32	0.00	100.00
chr21.32966408	chr21	32966408	F	17	5.88	94.12
chr21.32966342	chr21	32966342	R	16	0.00	100.00
chr21.32966348	chr21	32966348	R	36	94.44	5.56
chr21.32966361	chr21	32966361	R	36	100.00	0.00
chr21.32966409	chr21	32966409	R	32	100.00	0.00
chr21.32970115	chr21	32970115	F	32	59.38	40.62
chr21.32970124	chr21	32970124	F	28	92.86	7.14
chr21.32970163	chr21	32970163	F	33	0.00	100.00
chr21.32970178	chr21	32970178	F	32	75.00	25.00
chr21.32970184	chr21	32970184	F	33	100.00	0.00
chr21.32970201	chr21	32970201	F	15	0.00	100.00
chr21.32970125	chr21	32970125	R	19	100.00	0.00
chr21.32970164	chr21	32970164	R	19	89.47	10.53
chr21.32970179	chr21	32970179	R	20	100.00	0.00
chr21.32970185	chr21	32970185	R	20	70.00	30.00
chr21.32970202	chr21	32970202	R	17	0.00	100.00
chr21.32972652	chr21	32972652	R	14	0.00	100.00
chr21.32972716	chr21	32972716	R	13	100.00	0.00
chr21.32974455	chr21	32974455	F	22	100.00	0.00
chr21.32974479	chr21	32974479	F	24	91.67	8.33
chr21.32974485	chr21	32974485	F	24	91.67	8.33
chr21.32974493	chr21	32974493	F	24	100.00	0.00
chr21.32974531	chr21	32974531	F	12	0.00	100.00
chr21.32974480	chr21	32974480	R	17	76.47	23.53
chr21.32974486	chr21	32974486	R	18	66.67	33.33
chr21.32974494	chr21	32974494	R	15	100.00	0.00
chr21.32974532	chr21	32974532	R	18	88.89	11.11
chr21.32985967	chr21	32985967	F	13	100.00	0.00
chr21.32985983	chr21	32985983	F	14	85.71	14.29
chr21.32986011	chr21	32986011	F	12	50.00	50.00
chr21.32986020	chr21	32986020	F	14	71.43	28.57
chr21.32986043	chr21	32986043	F	11	100.00	0.00
chr21.32986106	chr21	32986106	F	11	100.00	0.00
chr21.32985984	chr21	32985984	R	16	93.75	6.25
chr21.32986012	chr21	32986012	R	16	93.75	6.25
chr21.32986021	chr21	32986021	R	15	86.67	13.33
chr21.32986044	chr21	32986044	R	13	0.00	100.00
chr21.32986107	chr21	32986107	R	14	92.86	7.14
chr21.32986171	chr21	32986171	R	16	100.00	0.00
chr21.32988363	chr21	32988363	R	18	94.44	5.56
chr21.32988499	chr21	32988499	R	21	85.71	14.29
chr21.33013385	chr21	33013385	F	33	84.85	15.15
chr21.33013465	chr21	33013465	F	29	100.00	0.00
chr21.33013473	chr21	33013473	F	27	88.89	11.11
chr21.33013479	chr21	33013479	F	25	96.00	4.00
chr21.33013509	chr21	33013509	F	25	96.00	4.00
chr21.33013526	chr21	33013526	F	29	96.55	3.45
chr21.33013542	chr21	33013542	F	28	100.00	0.00
chr21.33013566	chr21	33013566	F	29	89.66	10.34
chr21.33013586	chr21	33013586	F	31	0.00	100.00
chr21.33013590	chr21	33013590	F	33	90.91	9.09
chr21.33013598	chr21	33013598	F	31	100.00	0.00
chr21.33013466	chr21	33013466	R	26	100.00	0.00
chr21.33013474	chr21	33013474	R	27	77.78	22.22
chr21.33013480	chr21	33013480	R	20	100.00	0.00
chr21.33013510	chr21	33013510	R	23	100.00	0.00
chr21.33013527	chr21	33013527	R	25	100.00	0.00
chr21.33013543	chr21	33013543	R	25	96.00	4.00
chr21.33013567	chr21	33013567	R	28	100.00	0.00
chr21.33013587	chr21	33013587	R	28	100.00	0.00
chr21.33013591	chr21	33013591	R	28	96.43	3.57
chr21.33013599	chr21	33013599	R	27	74.07	25.93
chr21.33013603	chr21	33013603	R	28	85.71	14.29
chr21.33016639	chr21	33016639	F	24	87.50	12.50
chr21.33016643	chr21	33016643	F	24	83.33	16.67
chr21.33016655	chr21	33016655	F	24	91.67	8.33
chr21.33016683	chr21	33016683	F	46	82.61	17.39
chr21.33016688	chr21	33016688	F	39	69.23	30.77
chr21.33016713	chr21	33016713	F	43	93.02	6.98
chr21.33016644	chr21	33016644	R	20	0.00	100.00
chr21.33016656	chr21	33016656	R	21	80.95	19.05
chr21.33016684	chr21	33016684	R	35	85.71	14.29
chr21.33016689	chr21	33016689	R	41	95.12	4.88
chr21.33016714	chr21	33016714	R	39	94.87	5.13
chr21.33016775	chr21	33016775	R	24	70.83	29.17
chr21.33019572	chr21	33019572	F	22	59.09	40.91
chr21.33019602	chr21	33019602	F	42	95.24	4.76
chr21.33019603	chr21	33019603	R	35	100.00	0.00
chr21.33019682	chr21	33019682	R	21	95.24	4.76
chr21.33020030	chr21	33020030	F	27	96.30	3.70
chr21.33020227	chr21	33020227	R	34	100.00	0.00
chr21.33026548	chr21	33026548	F	47	82.98	17.02
chr21.33026573	chr21	33026573	F	48	95.83	4.17
chr21.33026584	chr21	33026584	F	50	0.00	100.00
chr21.33026590	chr21	33026590	F	49	79.59	20.41
chr21.33026596	chr21	33026596	F	43	93.02	6.98
chr21.33026605	chr21	33026605	F	23	0.00	100.00
chr21.33026618	chr21	33026618	F	10	100.00	0.00
chr21.33026655	chr21	33026655	F	12	0.00	100.00
chr21.33026687	chr21	33026687	F	12	66.67	33.33
chr21.33026717	chr21	33026717	F	30	0.00	100.00
chr21.33026737	chr21	33026737	F	33	87.88	12.12
chr21.33026749	chr21	33026749	F	31	100.00	0.00
chr21.33026763	chr21	33026763	F	33	81.82	18.18
chr21.33026806	chr21	33026806	F	14	0.00	100.00
chr21.33026549	chr21	33026549	R	37	10.81	89.19
chr21.33026574	chr21	33026574	R	66	80.30	19.70
chr21.33026585	chr21	33026585	R	65	80.00	20.00
chr21.33026591	chr21	33026591	R	65	0.00	100.00
chr21.33026597	chr21	33026597	R	63	98.41	1.59
chr21.33026606	chr21	33026606	R	64	82.81	17.19
chr21.33026656	chr21	33026656	R	12	100.00	0.00
chr21.33026688	chr21	33026688	R	11	90.91	9.09
chr21.33026695	chr21	33026695	R	12	83.33	16.67
chr21.33026738	chr21	33026738	R	14	0.00	100.00
chr21.33026750	chr21	33026750	R	14	100.00	0.00
chr21.33026764	chr21	33026764	R	14	85.71	14.29
chr21.33026807	chr21	33026807	R	13	76.92	23.08
chr21.33031748	chr21	33031748	F	21	47.62	52.38
chr21.33031751	chr21	33031751	F	22	45.45	54.55
chr21.33031758	chr21	33031758	F	21	42.86	57.14
chr21.33031764	chr21	33031764	F	22	36.36	63.64
chr21.33031794	chr21	33031794	F	22	45.45	54.55
chr21.33031806	chr21	33031806	F	20	80.00	20.00
chr21.33031752	chr21	33031752	R	14	42.86	57.14
chr21.33031759	chr21	33031759	R	13	38.46	61.54
chr21.33031765	chr21	33031765	R	14	71.43	28.57
chr21.33031795	chr21	33031795	R	13	46.15	53.85
chr21.33031807	chr21	33031807	R	13	46.15	53.85
chr21.33031814	chr21	33031814	R	14	42.86	57.14
chr21.33032291	chr21	33032291	F	96	58.33	41.67
chr21.33032295	chr21	33032295	F	92	58.70	41.30
chr21.33032304	chr21	33032304	F	91	58.24	41.76
chr21.33032313	chr21	33032313	F	95	58.95	41.05
chr21.33032318	chr21	33032318	F	98	59.18	40.82
chr21.33032340	chr21	33032340	F	45	0.00	100.00
chr21.33032350	chr21	33032350	F	60	26.67	73.33
chr21.33032354	chr21	33032354	F	59	23.73	76.27
chr21.33032356	chr21	33032356	F	62	29.03	70.97
chr21.33032361	chr21	33032361	F	62	25.81	74.19
chr21.33032369	chr21	33032369	F	61	21.31	78.69
chr21.33032375	chr21	33032375	F	62	29.03	70.97
chr21.33032378	chr21	33032378	F	62	27.42	72.58
chr21.33032380	chr21	33032380	F	64	25.00	75.00
chr21.33032394	chr21	33032394	F	63	28.57	71.43
chr21.33032396	chr21	33032396	F	64	26.56	73.44
chr21.33032401	chr21	33032401	F	64	25.00	75.00
chr21.33032407	chr21	33032407	F	60	25.00	75.00
chr21.33032409	chr21	33032409	F	62	24.19	75.81
chr21.33032423	chr21	33032423	F	62	22.58	77.42
chr21.33032425	chr21	33032425	F	59	27.12	72.88
chr21.33032430	chr21	33032430	F	52	0.00	100.00
chr21.33032440	chr21	33032440	F	21	0.00	100.00
chr21.33032446	chr21	33032446	F	21	0.00	100.00
chr21.33032450	chr21	33032450	F	22	0.00	100.00
chr21.33032476	chr21	33032476	F	21	0.00	100.00
chr21.33032479	chr21	33032479	F	21	4.76	95.24
chr21.33032482	chr21	33032482	F	22	63.64	36.36
chr21.33032484	chr21	33032484	F	22	0.00	100.00
chr21.33032493	chr21	33032493	F	35	0.00	100.00
chr21.33032507	chr21	33032507	F	40	0.00	100.00
chr21.33032517	chr21	33032517	F	38	0.00	100.00
chr21.33032532	chr21	33032532	F	20	0.00	100.00
chr21.33032540	chr21	33032540	F	20	0.00	100.00
chr21.33032555	chr21	33032555	F	19	0.00	100.00
chr21.33032557	chr21	33032557	F	21	0.00	100.00
chr21.33032564	chr21	33032564	F	21	0.00	100.00
chr21.33032571	chr21	33032571	F	20	0.00	100.00
chr21.33032590	chr21	33032590	F	63	92.06	7.94
chr21.33032599	chr21	33032599	F	67	92.54	7.46
chr21.33032605	chr21	33032605	F	67	91.04	8.96
chr21.33032615	chr21	33032615	F	68	92.65	7.35
chr21.33032628	chr21	33032628	F	66	90.91	9.09
chr21.33032640	chr21	33032640	F	65	92.31	7.69
chr21.33032647	chr21	33032647	F	32	0.00	100.00
chr21.33032292	chr21	33032292	R	45	0.00	100.00
chr21.33032296	chr21	33032296	R	90	94.44	5.56
chr21.33032305	chr21	33032305	R	89	33.71	66.29
chr21.33032314	chr21	33032314	R	90	30.00	70.00
chr21.33032319	chr21	33032319	R	88	80.68	19.32
chr21.33032341	chr21	33032341	R	89	41.57	58.43
chr21.33032351	chr21	33032351	R	39	0.00	100.00
chr21.33032355	chr21	33032355	R	78	32.05	67.95
chr21.33032357	chr21	33032357	R	82	31.71	68.29
chr21.33032362	chr21	33032362	R	80	0.00	100.00
chr21.33032370	chr21	33032370	R	82	30.49	69.51
chr21.33032376	chr21	33032376	R	82	69.51	30.49
chr21.33032379	chr21	33032379	R	80	31.25	68.75
chr21.33032381	chr21	33032381	R	81	76.54	23.46
chr21.33032395	chr21	33032395	R	74	28.38	71.62
chr21.33032397	chr21	33032397	R	84	30.95	69.05
chr21.33032402	chr21	33032402	R	76	1.32	98.68
chr21.33032408	chr21	33032408	R	79	31.65	68.35
chr21.33032410	chr21	33032410	R	80	31.25	68.75
chr21.33032424	chr21	33032424	R	80	11.25	88.75
chr21.33032426	chr21	33032426	R	79	32.91	67.09
chr21.33032431	chr21	33032431	R	81	29.63	70.37
chr21.33032441	chr21	33032441	R	33	12.12	87.88
chr21.33032447	chr21	33032447	R	32	12.50	87.50
chr21.33032451	chr21	33032451	R	32	12.50	87.50
chr21.33032477	chr21	33032477	R	30	13.33	86.67
chr21.33032480	chr21	33032480	R	30	10.00	90.00
chr21.33032483	chr21	33032483	R	29	13.79	86.21
chr21.33032485	chr21	33032485	R	29	13.79	86.21
chr21.33032494	chr21	33032494	R	30	13.33	86.67
chr21.33032508	chr21	33032508	R	56	12.50	87.50
chr21.33032518	chr21	33032518	R	53	7.55	92.45
chr21.33032533	chr21	33032533	R	33	6.06	93.94
chr21.33032541	chr21	33032541	R	33	12.12	87.88
chr21.33032556	chr21	33032556	R	33	12.12	87.88
chr21.33032558	chr21	33032558	R	32	12.50	87.50
chr21.33032565	chr21	33032565	R	32	12.50	87.50
chr21.33032572	chr21	33032572	R	33	63.64	36.36
chr21.33032591	chr21	33032591	R	62	6.45	93.55
chr21.33032600	chr21	33032600	R	58	100.00	0.00
chr21.33032606	chr21	33032606	R	59	93.22	6.78
chr21.33032616	chr21	33032616	R	57	85.96	14.04
chr21.33032629	chr21	33032629	R	58	93.10	6.90
chr21.33032641	chr21	33032641	R	57	92.98	7.02
chr21.33032648	chr21	33032648	R	59	93.22	6.78
chr21.33033801	chr21	33033801	F	15	80.00	20.00
chr21.33033821	chr21	33033821	F	15	0.00	100.00
chr21.33033823	chr21	33033823	F	15	0.00	100.00
chr21.33033825	chr21	33033825	F	15	0.00	100.00
chr21.33033828	chr21	33033828	F	15	0.00	100.00
chr21.33033833	chr21	33033833	F	15	0.00	100.00
chr21.33033865	chr21	33033865	F	14	0.00	100.00
chr21.33033868	chr21	33033868	F	13	0.00	100.00
chr21.33033896	chr21	33033896	F	22	0.00	100.00
chr21.33033907	chr21	33033907	F	14	0.00	100.00
chr21.33033910	chr21	33033910	F	13	0.00	100.00
chr21.33033921	chr21	33033921	F	14	0.00	100.00
chr21.33033926	chr21	33033926	F	14	0.00	100.00
chr21.33033954	chr21	33033954	F	14	0.00	100.00
chr21.33033966	chr21	33033966	F	14	50.00	50.00
chr21.33033822	chr21	33033822	R	14	0.00	100.00
chr21.33033824	chr21	33033824	R	15	0.00	100.00
chr21.33033826	chr21	33033826	R	14	0.00	100.00
chr21.33033829	chr21	33033829	R	13	0.00	100.00
chr21.33033834	chr21	33033834	R	15	0.00	100.00
chr21.33033866	chr21	33033866	R	12	0.00	100.00
chr21.33033897	chr21	33033897	R	22	0.00	100.00
chr21.33033908	chr21	33033908	R	13	0.00	100.00
chr21.33033911	chr21	33033911	R	15	0.00	100.00
chr21.33033922	chr21	33033922	R	13	53.85	46.15
chr21.33033927	chr21	33033927	R	14	0.00	100.00
chr21.33033955	chr21	33033955	R	15	0.00	100.00
chr21.33033967	chr21	33033967	R	14	0.00	100.00
chr21.33033971	chr21	33033971	R	13	0.00	100.00
chr21.33035093	chr21	33035093	F	10	0.00	100.00
chr21.33035098	chr21	33035098	F	10	0.00	100.00
chr21.33035109	chr21	33035109	F	10	0.00	100.00
chr21.33035143	chr21	33035143	F	11	0.00	100.00
chr21.33035110	chr21	33035110	R	10	0.00	100.00
chr21.33035144	chr21	33035144	R	10	0.00	100.00
chr21.33044037	chr21	33044037	F	13	69.23	30.77
chr21.33044073	chr21	33044073	F	14	0.00	100.00
chr21.33044100	chr21	33044100	F	12	0.00	100.00
chr21.33044112	chr21	33044112	F	13	0.00	100.00
chr21.33044074	chr21	33044074	R	12	0.00	100.00
chr21.33044101	chr21	33044101	R	12	0.00	100.00
chr21.33044113	chr21	33044113	R	11	0.00	100.00
chr21.33044119	chr21	33044119	R	12	0.00	100.00
chr21.33058029	chr21	33058029	F	28	0.00	100.00
chr21.33058237	chr21	33058237	F	14	50.00	50.00
chr21.33058281	chr21	33058281	F	13	0.00	100.00
chr21.33058290	chr21	33058290	F	13	0.00	100.00
chr21.33058336	chr21	33058336	F	25	0.00	100.00
chr21.33058238	chr21	33058238	R	29	0.00	100.00
chr21.33096103	chr21	33096103	F	37	0.00	100.00
chr21.33096256	chr21	33096256	R	44	2.27	97.73
chr21.33103457	chr21	33103457	F	36	0.00	100.00
chr21.33103474	chr21	33103474	F	33	0.00	100.00
chr21.33103477	chr21	33103477	F	34	0.00	100.00
chr21.33103480	chr21	33103480	F	32	0.00	100.00
chr21.33103482	chr21	33103482	F	30	0.00	100.00
chr21.33103485	chr21	33103485	F	34	0.00	100.00
chr21.33103487	chr21	33103487	F	33	0.00	100.00
chr21.33103522	chr21	33103522	F	33	66.67	33.33
chr21.33103533	chr21	33103533	F	30	0.00	100.00
chr21.33103537	chr21	33103537	F	154	0.00	100.00
chr21.33103550	chr21	33103550	F	141	0.00	100.00
chr21.33103558	chr21	33103558	F	140	0.00	100.00
chr21.33103574	chr21	33103574	F	139	0.00	100.00
chr21.33103578	chr21	33103578	F	139	0.00	100.00
chr21.33103582	chr21	33103582	F	143	0.00	100.00
chr21.33103584	chr21	33103584	F	138	0.00	100.00
chr21.33103605	chr21	33103605	F	136	0.00	100.00
chr21.33103613	chr21	33103613	F	68	1.47	98.53
chr21.33103660	chr21	33103660	F	10	0.00	100.00
chr21.33103758	chr21	33103758	F	19	78.95	21.05
chr21.33103785	chr21	33103785	F	19	0.00	100.00
chr21.33103798	chr21	33103798	F	20	0.00	100.00
chr21.33103804	chr21	33103804	F	19	0.00	100.00
chr21.33103807	chr21	33103807	F	20	0.00	100.00
chr21.33103809	chr21	33103809	F	20	30.00	70.00
chr21.33103819	chr21	33103819	F	10	0.00	100.00
chr21.33103458	chr21	33103458	R	19	0.00	100.00
chr21.33103475	chr21	33103475	R	47	0.00	100.00
chr21.33103478	chr21	33103478	R	43	0.00	100.00
chr21.33103481	chr21	33103481	R	46	0.00	100.00
chr21.33103483	chr21	33103483	R	48	0.00	100.00
chr21.33103486	chr21	33103486	R	47	0.00	100.00
chr21.33103488	chr21	33103488	R	47	0.00	100.00
chr21.33103523	chr21	33103523	R	44	0.00	100.00
chr21.33103534	chr21	33103534	R	45	82.22	17.78
chr21.33103538	chr21	33103538	R	98	0.00	100.00
chr21.33103551	chr21	33103551	R	117	52.14	47.86
chr21.33103559	chr21	33103559	R	124	0.00	100.00
chr21.33103575	chr21	33103575	R	118	0.00	100.00
chr21.33103579	chr21	33103579	R	122	0.00	100.00
chr21.33103583	chr21	33103583	R	121	0.00	100.00
chr21.33103585	chr21	33103585	R	125	1.60	98.40
chr21.33103606	chr21	33103606	R	122	0.00	100.00
chr21.33103614	chr21	33103614	R	117	0.00	100.00
chr21.33103759	chr21	33103759	R	14	0.00	100.00
chr21.33103786	chr21	33103786	R	18	50.00	50.00
chr21.33103799	chr21	33103799	R	20	75.00	25.00
chr21.33103805	chr21	33103805	R	22	0.00	100.00
chr21.33103808	chr21	33103808	R	22	0.00	100.00
chr21.33103810	chr21	33103810	R	20	60.00	40.00
chr21.33103820	chr21	33103820	R	22	0.00	100.00
chr21.33104135	chr21	33104135	F	31	0.00	100.00
chr21.33104152	chr21	33104152	F	32	0.00	100.00
chr21.33104156	chr21	33104156	F	32	0.00	100.00
chr21.33104161	chr21	33104161	F	31	0.00	100.00
chr21.33104164	chr21	33104164	F	32	0.00	100.00
chr21.33104169	chr21	33104169	F	32	43.75	56.25
chr21.33104173	chr21	33104173	F	31	0.00	100.00
chr21.33104177	chr21	33104177	F	30	0.00	100.00
chr21.33104188	chr21	33104188	F	29	0.00	100.00
chr21.33104199	chr21	33104199	F	30	0.00	100.00
chr21.33104217	chr21	33104217	F	28	0.00	100.00
chr21.33104221	chr21	33104221	F	26	57.69	42.31
