chrBase	chr	base	strand	coverage	freqC	freqT
chr21.27281357	chr21	27281357	F	34	100.00	0.00
chr21.27281371	chr21	27281371	F	35	94.29	5.71
chr21.27281391	chr21	27281391	F	30	83.33	16.67
chr21.27281302	chr21	27281302	R	20	85.00	15.00
chr21.27281305	chr21	27281305	R	18	100.00	0.00
chr21.27281347	chr21	27281347	R	34	94.12	5.88
chr21.27281351	chr21	27281351	R	37	100.00	0.00
chr21.27281358	chr21	27281358	R	35	100.00	0.00
chr21.27281372	chr21	27281372	R	34	100.00	0.00
chr21.27281392	chr21	27281392	R	32	100.00	0.00
chr21.27281432	chr21	27281432	R	19	84.21	15.79
chr21.27287026	chr21	27287026	F	11	90.91	9.09
chr21.27287055	chr21	27287055	F	11	0.00	100.00
chr21.27287066	chr21	27287066	F	20	100.00	0.00
chr21.27287100	chr21	27287100	F	20	100.00	0.00
chr21.27287107	chr21	27287107	F	19	100.00	0.00
chr21.27287111	chr21	27287111	F	21	100.00	0.00
chr21.27287116	chr21	27287116	F	21	100.00	0.00
chr21.27287144	chr21	27287144	F	11	100.00	0.00
chr21.27287056	chr21	27287056	R	11	81.82	18.18
chr21.27287067	chr21	27287067	R	18	100.00	0.00
chr21.27287101	chr21	27287101	R	20	100.00	0.00
chr21.27287108	chr21	27287108	R	20	100.00	0.00
chr21.27287112	chr21	27287112	R	19	100.00	0.00
chr21.27287117	chr21	27287117	R	19	100.00	0.00
chr21.27287145	chr21	27287145	R	11	100.00	0.00
chr21.27287161	chr21	27287161	R	11	100.00	0.00
chr21.27290818	chr21	27290818	R	28	57.14	42.86
chr21.27290834	chr21	27290834	R	27	85.19	14.81
chr21.27290841	chr21	27290841	R	29	100.00	0.00
chr21.27290845	chr21	27290845	R	24	95.83	4.17
chr21.27290847	chr21	27290847	R	29	100.00	0.00
chr21.27290852	chr21	27290852	R	27	100.00	0.00
chr21.27290862	chr21	27290862	R	28	96.43	3.57
chr21.27290936	chr21	27290936	R	28	100.00	0.00
chr21.27290950	chr21	27290950	R	28	92.86	7.14
chr21.27290965	chr21	27290965	R	30	0.00	100.00
chr21.27290974	chr21	27290974	R	29	100.00	0.00
chr21.27290986	chr21	27290986	R	30	100.00	0.00
chr21.27301242	chr21	27301242	F	30	100.00	0.00
chr21.27301253	chr21	27301253	F	27	100.00	0.00
chr21.27301278	chr21	27301278	F	29	100.00	0.00
chr21.27301283	chr21	27301283	F	29	100.00	0.00
chr21.27301327	chr21	27301327	F	14	0.00	100.00
chr21.27327948	chr21	27327948	F	21	76.19	23.81
chr21.27327958	chr21	27327958	F	22	90.91	9.09
chr21.27327981	chr21	27327981	F	21	100.00	0.00
chr21.27327991	chr21	27327991	F	22	100.00	0.00
chr21.27328030	chr21	27328030	F	19	100.00	0.00
chr21.27328032	chr21	27328032	F	21	100.00	0.00
chr21.27328065	chr21	27328065	F	10	100.00	0.00
chr21.27328132	chr21	27328132	F	20	95.00	5.00
chr21.27327959	chr21	27327959	R	37	91.89	8.11
chr21.27327982	chr21	27327982	R	36	100.00	0.00
chr21.27327992	chr21	27327992	R	37	75.68	24.32
chr21.27328031	chr21	27328031	R	31	100.00	0.00
chr21.27328033	chr21	27328033	R	32	100.00	0.00
chr21.27328066	chr21	27328066	R	26	96.15	3.85
chr21.27328133	chr21	27328133	R	36	100.00	0.00
chr21.27328162	chr21	27328162	R	36	97.22	2.78
chr21.27337039	chr21	27337039	R	16	100.00	0.00
chr21.27337063	chr21	27337063	R	16	100.00	0.00
chr21.27371271	chr21	27371271	F	16	100.00	0.00
chr21.27371326	chr21	27371326	F	14	100.00	0.00
chr21.27371343	chr21	27371343	F	14	92.86	7.14
chr21.27371403	chr21	27371403	F	15	53.33	46.67
chr21.27371463	chr21	27371463	F	25	100.00	0.00
chr21.27371467	chr21	27371467	F	23	100.00	0.00
chr21.27371531	chr21	27371531	F	14	0.00	100.00
chr21.27371327	chr21	27371327	R	13	100.00	0.00
chr21.27371344	chr21	27371344	R	10	100.00	0.00
chr21.27371404	chr21	27371404	R	13	69.23	30.77
chr21.27371464	chr21	27371464	R	13	100.00	0.00
chr21.27376828	chr21	27376828	F	11	100.00	0.00
chr21.27376849	chr21	27376849	F	11	81.82	18.18
chr21.27381998	chr21	27381998	R	16	0.00	100.00
chr21.27382008	chr21	27382008	R	33	100.00	0.00
chr21.27382030	chr21	27382030	R	36	100.00	0.00
chr21.27382062	chr21	27382062	R	36	100.00	0.00
chr21.27382066	chr21	27382066	R	36	100.00	0.00
chr21.27382091	chr21	27382091	R	17	100.00	0.00
chr21.27382156	chr21	27382156	R	13	100.00	0.00
chr21.27382193	chr21	27382193	R	14	85.71	14.29
chr21.27382263	chr21	27382263	R	16	100.00	0.00
chr21.27382846	chr21	27382846	F	17	100.00	0.00
chr21.27382890	chr21	27382890	F	16	62.50	37.50
chr21.27382993	chr21	27382993	R	10	100.00	0.00
chr21.27389370	chr21	27389370	F	44	100.00	0.00
chr21.27389377	chr21	27389377	F	41	60.98	39.02
chr21.27389406	chr21	27389406	F	44	45.45	54.55
chr21.27389419	chr21	27389419	F	45	100.00	0.00
chr21.27389438	chr21	27389438	F	23	0.00	100.00
chr21.27399800	chr21	27399800	F	17	94.12	5.88
chr21.27399841	chr21	27399841	F	17	0.00	100.00
chr21.27399863	chr21	27399863	F	16	87.50	12.50
chr21.27399842	chr21	27399842	R	12	83.33	16.67
chr21.27399864	chr21	27399864	R	11	100.00	0.00
chr21.27400015	chr21	27400015	R	13	84.62	15.38
chr21.27420439	chr21	27420439	F	41	85.37	14.63
chr21.27420553	chr21	27420553	F	41	100.00	0.00
chr21.27420554	chr21	27420554	R	37	100.00	0.00
chr21.27420564	chr21	27420564	R	38	0.00	100.00
chr21.27428445	chr21	27428445	F	24	66.67	33.33
chr21.27428573	chr21	27428573	F	23	100.00	0.00
chr21.27428574	chr21	27428574	R	18	100.00	0.00
chr21.27428622	chr21	27428622	R	17	100.00	0.00
chr21.27452177	chr21	27452177	F	10	100.00	0.00
chr21.27452312	chr21	27452312	F	10	90.00	10.00
chr21.27456647	chr21	27456647	F	12	100.00	0.00
chr21.27456655	chr21	27456655	F	13	84.62	15.38
chr21.27456679	chr21	27456679	F	13	100.00	0.00
chr21.27456699	chr21	27456699	F	13	100.00	0.00
chr21.27456703	chr21	27456703	F	11	90.91	9.09
chr21.27456710	chr21	27456710	F	12	100.00	0.00
chr21.27456792	chr21	27456792	F	13	100.00	0.00
chr21.27456797	chr21	27456797	F	11	100.00	0.00
chr21.27456806	chr21	27456806	F	12	91.67	8.33
chr21.27456814	chr21	27456814	F	12	100.00	0.00
chr21.27456834	chr21	27456834	F	12	100.00	0.00
chr21.27456843	chr21	27456843	F	12	100.00	0.00
chr21.27456845	chr21	27456845	F	12	100.00	0.00
chr21.27470119	chr21	27470119	F	22	86.36	13.64
chr21.27470123	chr21	27470123	F	22	90.91	9.09
chr21.27470125	chr21	27470125	F	21	100.00	0.00
chr21.27470168	chr21	27470168	F	39	0.00	100.00
chr21.27470193	chr21	27470193	F	39	100.00	0.00
chr21.27470224	chr21	27470224	F	22	100.00	0.00
chr21.27470124	chr21	27470124	R	17	100.00	0.00
chr21.27470126	chr21	27470126	R	18	100.00	0.00
chr21.27470169	chr21	27470169	R	33	100.00	0.00
chr21.27470194	chr21	27470194	R	33	100.00	0.00
chr21.27470225	chr21	27470225	R	18	72.22	27.78
chr21.27470254	chr21	27470254	R	18	100.00	0.00
chr21.27474427	chr21	27474427	F	12	100.00	0.00
chr21.27474435	chr21	27474435	F	11	100.00	0.00
chr21.27474444	chr21	27474444	F	12	100.00	0.00
chr21.27474463	chr21	27474463	F	11	100.00	0.00
chr21.27474466	chr21	27474466	F	12	100.00	0.00
chr21.27474468	chr21	27474468	F	11	100.00	0.00
chr21.27474474	chr21	27474474	F	11	100.00	0.00
chr21.27474482	chr21	27474482	F	12	100.00	0.00
chr21.27474566	chr21	27474566	F	37	100.00	0.00
chr21.27474607	chr21	27474607	F	39	100.00	0.00
chr21.27474616	chr21	27474616	F	18	0.00	100.00
chr21.27474436	chr21	27474436	R	10	100.00	0.00
chr21.27474445	chr21	27474445	R	10	100.00	0.00
chr21.27474464	chr21	27474464	R	10	100.00	0.00
chr21.27474475	chr21	27474475	R	10	100.00	0.00
chr21.27480924	chr21	27480924	F	38	81.58	18.42
chr21.27480930	chr21	27480930	F	39	100.00	0.00
chr21.27480941	chr21	27480941	F	39	66.67	33.33
chr21.27480969	chr21	27480969	F	69	100.00	0.00
chr21.27480983	chr21	27480983	F	73	0.00	100.00
chr21.27480999	chr21	27480999	F	72	100.00	0.00
chr21.27480931	chr21	27480931	R	25	100.00	0.00
chr21.27480942	chr21	27480942	R	25	100.00	0.00
chr21.27480970	chr21	27480970	R	42	100.00	0.00
chr21.27480984	chr21	27480984	R	45	95.56	4.44
chr21.27481000	chr21	27481000	R	46	100.00	0.00
chr21.27481058	chr21	27481058	R	25	0.00	100.00
chr21.27542001	chr21	27542001	F	16	0.00	100.00
chr21.27542005	chr21	27542005	F	16	0.00	100.00
chr21.27542014	chr21	27542014	F	16	0.00	100.00
chr21.27542020	chr21	27542020	F	16	0.00	100.00
chr21.27542034	chr21	27542034	F	28	0.00	100.00
chr21.27542036	chr21	27542036	F	27	40.74	59.26
chr21.27542041	chr21	27542041	F	26	84.62	15.38
chr21.27542048	chr21	27542048	F	29	0.00	100.00
chr21.27542051	chr21	27542051	F	30	0.00	100.00
chr21.27542057	chr21	27542057	F	26	0.00	100.00
chr21.27542065	chr21	27542065	F	31	0.00	100.00
chr21.27542067	chr21	27542067	F	28	0.00	100.00
chr21.27542080	chr21	27542080	F	30	0.00	100.00
chr21.27542082	chr21	27542082	F	30	60.00	40.00
chr21.27542116	chr21	27542116	F	16	0.00	100.00
chr21.27542120	chr21	27542120	F	16	0.00	100.00
chr21.27542042	chr21	27542042	R	10	60.00	40.00
chr21.27542058	chr21	27542058	R	12	0.00	100.00
chr21.27542066	chr21	27542066	R	10	60.00	40.00
chr21.27542068	chr21	27542068	R	11	0.00	100.00
chr21.27542081	chr21	27542081	R	10	0.00	100.00
chr21.27542083	chr21	27542083	R	11	0.00	100.00
chr21.27542687	chr21	27542687	F	30	0.00	100.00
chr21.27542692	chr21	27542692	F	53	0.00	100.00
chr21.27542694	chr21	27542694	F	55	72.73	27.27
chr21.27542718	chr21	27542718	F	55	3.64	96.36
chr21.27542724	chr21	27542724	F	55	50.91	49.09
chr21.27542732	chr21	27542732	F	56	80.36	19.64
chr21.27542739	chr21	27542739	F	59	64.41	35.59
chr21.27542743	chr21	27542743	F	57	3.51	96.49
chr21.27542749	chr21	27542749	F	56	3.57	96.43
chr21.27542755	chr21	27542755	F	57	0.00	100.00
chr21.27542779	chr21	27542779	F	51	0.00	100.00
chr21.27542693	chr21	27542693	R	32	0.00	100.00
chr21.27542695	chr21	27542695	R	34	5.88	94.12
chr21.27542719	chr21	27542719	R	32	0.00	100.00
chr21.27542725	chr21	27542725	R	36	0.00	100.00
chr21.27542733	chr21	27542733	R	34	0.00	100.00
chr21.27542740	chr21	27542740	R	34	0.00	100.00
chr21.27542744	chr21	27542744	R	35	0.00	100.00
chr21.27542750	chr21	27542750	R	31	0.00	100.00
chr21.27542756	chr21	27542756	R	31	0.00	100.00
chr21.27542780	chr21	27542780	R	29	0.00	100.00
chr21.27542788	chr21	27542788	R	18	72.22	27.78
chr21.27542929	chr21	27542929	F	33	3.03	96.97
chr21.27542939	chr21	27542939	F	56	64.29	35.71
chr21.27542941	chr21	27542941	F	64	0.00	100.00
chr21.27542949	chr21	27542949	F	58	68.97	31.03
chr21.27542951	chr21	27542951	F	63	0.00	100.00
chr21.27542959	chr21	27542959	F	62	0.00	100.00
chr21.27542965	chr21	27542965	F	63	0.00	100.00
chr21.27542975	chr21	27542975	F	66	75.76	24.24
chr21.27542986	chr21	27542986	F	59	57.63	42.37
chr21.27542989	chr21	27542989	F	61	0.00	100.00
chr21.27542991	chr21	27542991	F	63	0.00	100.00
chr21.27543006	chr21	27543006	F	55	54.55	45.45
chr21.27543008	chr21	27543008	F	64	0.00	100.00
chr21.27543011	chr21	27543011	F	65	0.00	100.00
chr21.27543017	chr21	27543017	F	65	0.00	100.00
chr21.27543020	chr21	27543020	F	59	0.00	100.00
chr21.27543023	chr21	27543023	F	53	0.00	100.00
chr21.27543030	chr21	27543030	F	45	0.00	100.00
chr21.27543039	chr21	27543039	F	45	0.00	100.00
chr21.27543041	chr21	27543041	F	69	50.72	49.28
chr21.27543045	chr21	27543045	F	79	0.00	100.00
chr21.27543053	chr21	27543053	F	83	0.00	100.00
chr21.27543055	chr21	27543055	F	82	0.00	100.00
chr21.27543063	chr21	27543063	F	80	0.00	100.00
chr21.27543070	chr21	27543070	F	85	0.00	100.00
chr21.27543076	chr21	27543076	F	88	0.00	100.00
chr21.27543088	chr21	27543088	F	86	67.44	32.56
chr21.27543095	chr21	27543095	F	84	0.00	100.00
chr21.27543099	chr21	27543099	F	86	0.00	100.00
chr21.27543101	chr21	27543101	F	85	0.00	100.00
chr21.27543104	chr21	27543104	F	87	0.00	100.00
chr21.27543107	chr21	27543107	F	85	1.18	98.82
chr21.27543124	chr21	27543124	F	80	63.75	36.25
chr21.27543207	chr21	27543207	F	101	0.00	100.00
chr21.27543220	chr21	27543220	F	106	5.66	94.34
chr21.27543222	chr21	27543222	F	108	0.00	100.00
chr21.27543227	chr21	27543227	F	107	0.00	100.00
chr21.27543229	chr21	27543229	F	106	0.00	100.00
chr21.27543243	chr21	27543243	F	108	49.07	50.93
chr21.27543245	chr21	27543245	F	108	49.07	50.93
chr21.27543254	chr21	27543254	F	106	67.92	32.08
chr21.27543257	chr21	27543257	F	103	0.00	100.00
chr21.27543270	chr21	27543270	F	105	1.90	98.10
chr21.27543272	chr21	27543272	F	103	69.90	30.10
chr21.27543281	chr21	27543281	F	103	0.00	100.00
chr21.27543288	chr21	27543288	F	50	0.00	100.00
chr21.27542940	chr21	27542940	R	55	0.00	100.00
chr21.27542942	chr21	27542942	R	60	46.67	53.33
chr21.27542950	chr21	27542950	R	55	0.00	100.00
chr21.27542952	chr21	27542952	R	66	0.00	100.00
chr21.27542960	chr21	27542960	R	63	0.00	100.00
chr21.27542966	chr21	27542966	R	63	0.00	100.00
chr21.27542976	chr21	27542976	R	63	0.00	100.00
chr21.27542987	chr21	27542987	R	63	0.00	100.00
chr21.27542990	chr21	27542990	R	57	0.00	100.00
chr21.27542992	chr21	27542992	R	62	0.00	100.00
chr21.27543007	chr21	27543007	R	62	85.48	14.52
chr21.27543009	chr21	27543009	R	62	0.00	100.00
chr21.27543012	chr21	27543012	R	60	0.00	100.00
chr21.27543018	chr21	27543018	R	60	0.00	100.00
chr21.27543021	chr21	27543021	R	55	3.64	96.36
chr21.27543024	chr21	27543024	R	57	0.00	100.00
chr21.27543031	chr21	27543031	R	33	54.55	45.45
chr21.27543040	chr21	27543040	R	85	71.76	28.24
chr21.27543042	chr21	27543042	R	81	0.00	100.00
chr21.27543046	chr21	27543046	R	87	0.00	100.00
chr21.27543054	chr21	27543054	R	93	87.10	12.90
chr21.27543056	chr21	27543056	R	91	0.00	100.00
chr21.27543064	chr21	27543064	R	89	82.02	17.98
chr21.27543071	chr21	27543071	R	92	0.00	100.00
chr21.27543077	chr21	27543077	R	93	67.74	32.26
chr21.27543089	chr21	27543089	R	94	0.00	100.00
chr21.27543096	chr21	27543096	R	91	0.00	100.00
chr21.27543100	chr21	27543100	R	93	0.00	100.00
chr21.27543102	chr21	27543102	R	94	0.00	100.00
chr21.27543105	chr21	27543105	R	92	0.00	100.00
chr21.27543108	chr21	27543108	R	94	0.00	100.00
chr21.27543125	chr21	27543125	R	87	0.00	100.00
chr21.27543139	chr21	27543139	R	52	0.00	100.00
chr21.27543208	chr21	27543208	R	36	0.00	100.00
chr21.27543221	chr21	27543221	R	90	0.00	100.00
chr21.27543223	chr21	27543223	R	90	0.00	100.00
chr21.27543228	chr21	27543228	R	95	0.00	100.00
chr21.27543230	chr21	27543230	R	92	0.00	100.00
chr21.27543244	chr21	27543244	R	92	2.17	97.83
chr21.27543246	chr21	27543246	R	89	0.00	100.00
chr21.27543255	chr21	27543255	R	89	0.00	100.00
chr21.27543258	chr21	27543258	R	92	2.17	97.83
chr21.27543271	chr21	27543271	R	91	0.00	100.00
chr21.27543273	chr21	27543273	R	89	0.00	100.00
chr21.27543282	chr21	27543282	R	92	0.00	100.00
chr21.27543289	chr21	27543289	R	82	0.00	100.00
chr21.27543385	chr21	27543385	R	10	0.00	100.00
chr21.27544695	chr21	27544695	F	33	0.00	100.00
chr21.27544750	chr21	27544750	F	58	63.79	36.21
chr21.27544797	chr21	27544797	F	31	3.23	96.77
chr21.27544751	chr21	27544751	R	55	0.00	100.00
chr21.27544798	chr21	27544798	R	28	0.00	100.00
chr21.27544836	chr21	27544836	R	27	0.00	100.00
chr21.27545384	chr21	27545384	R	31	0.00	100.00
chr21.27545388	chr21	27545388	R	69	0.00	100.00
chr21.27545391	chr21	27545391	R	68	0.00	100.00
chr21.27545396	chr21	27545396	R	71	0.00	100.00
chr21.27545400	chr21	27545400	R	71	0.00	100.00
chr21.27545444	chr21	27545444	R	66	0.00	100.00
chr21.27545452	chr21	27545452	R	66	0.00	100.00
chr21.27551780	chr21	27551780	F	97	71.13	28.87
chr21.27551812	chr21	27551812	F	100	0.00	100.00
chr21.27551834	chr21	27551834	F	98	0.00	100.00
chr21.27551848	chr21	27551848	F	50	0.00	100.00
chr21.27551781	chr21	27551781	R	49	0.00	100.00
chr21.27551813	chr21	27551813	R	97	0.00	100.00
chr21.27551835	chr21	27551835	R	96	0.00	100.00
chr21.27551849	chr21	27551849	R	98	0.00	100.00
chr21.27584804	chr21	27584804	F	10	0.00	100.00
chr21.27584795	chr21	27584795	R	15	0.00	100.00
chr21.27584805	chr21	27584805	R	14	0.00	100.00
chr21.27605078	chr21	27605078	F	10	0.00	100.00
chr21.27605092	chr21	27605092	F	10	0.00	100.00
chr21.27613576	chr21	27613576	F	20	55.00	45.00
chr21.27613613	chr21	27613613	F	18	55.56	44.44
chr21.27613624	chr21	27613624	F	33	57.58	42.42
chr21.27613658	chr21	27613658	F	33	0.00	100.00
chr21.27613669	chr21	27613669	F	36	0.00	100.00
chr21.27613712	chr21	27613712	F	20	0.00	100.00
chr21.27613714	chr21	27613714	F	19	0.00	100.00
chr21.27613614	chr21	27613614	R	17	0.00	100.00
chr21.27613625	chr21	27613625	R	30	0.00	100.00
chr21.27613659	chr21	27613659	R	38	0.00	100.00
chr21.27613670	chr21	27613670	R	32	75.00	25.00
chr21.27613713	chr21	27613713	R	20	0.00	100.00
chr21.27613715	chr21	27613715	R	20	0.00	100.00
chr21.27613719	chr21	27613719	R	20	80.00	20.00
chr21.27628577	chr21	27628577	F	15	0.00	100.00
chr21.27628578	chr21	27628578	R	14	0.00	100.00
chr21.27628622	chr21	27628622	R	10	0.00	100.00
chr21.27628650	chr21	27628650	R	10	0.00	100.00
chr21.27628671	chr21	27628671	R	10	0.00	100.00
chr21.27654553	chr21	27654553	F	14	0.00	100.00
chr21.27654626	chr21	27654626	R	21	0.00	100.00
chr21.27656232	chr21	27656232	F	16	0.00	100.00
chr21.27656324	chr21	27656324	F	14	92.86	7.14
chr21.27656362	chr21	27656362	F	13	0.00	100.00
chr21.27656367	chr21	27656367	F	13	0.00	100.00
chr21.27656423	chr21	27656423	F	16	0.00	100.00
chr21.27656325	chr21	27656325	R	11	0.00	100.00
chr21.27656363	chr21	27656363	R	13	0.00	100.00
chr21.27656368	chr21	27656368	R	16	0.00	100.00
chr21.27656424	chr21	27656424	R	16	0.00	100.00
chr21.27656453	chr21	27656453	R	17	0.00	100.00
chr21.27659152	chr21	27659152	F	15	0.00	100.00
chr21.27659186	chr21	27659186	F	13	0.00	100.00
chr21.27659142	chr21	27659142	R	10	0.00	100.00
chr21.27659153	chr21	27659153	R	20	0.00	100.00
chr21.27659187	chr21	27659187	R	20	0.00	100.00
chr21.27659203	chr21	27659203	R	13	0.00	100.00
chr21.27659231	chr21	27659231	R	13	46.15	53.85
chr21.27659247	chr21	27659247	R	12	0.00	100.00
chr21.27659823	chr21	27659823	F	11	0.00	100.00
chr21.27659831	chr21	27659831	F	11	0.00	100.00
chr21.27659875	chr21	27659875	F	11	0.00	100.00
chr21.27659885	chr21	27659885	F	11	0.00	100.00
chr21.27659951	chr21	27659951	F	10	0.00	100.00
chr21.27659965	chr21	27659965	F	11	0.00	100.00
chr21.27659976	chr21	27659976	F	11	0.00	100.00
chr21.27660009	chr21	27660009	F	11	0.00	100.00
chr21.27660021	chr21	27660021	F	11	0.00	100.00
chr21.27659832	chr21	27659832	R	18	88.89	11.11
chr21.27659876	chr21	27659876	R	17	0.00	100.00
chr21.27659886	chr21	27659886	R	17	0.00	100.00
chr21.27659932	chr21	27659932	R	16	0.00	100.00
chr21.27659952	chr21	27659952	R	18	0.00	100.00
chr21.27659966	chr21	27659966	R	19	0.00	100.00
chr21.27659977	chr21	27659977	R	18	0.00	100.00
chr21.27660010	chr21	27660010	R	19	0.00	100.00
chr21.27660022	chr21	27660022	R	20	0.00	100.00
chr21.27660026	chr21	27660026	R	20	0.00	100.00
chr21.27691543	chr21	27691543	F	35	0.00	100.00
chr21.27691549	chr21	27691549	F	34	0.00	100.00
chr21.27691559	chr21	27691559	F	33	0.00	100.00
chr21.27691592	chr21	27691592	F	35	0.00	100.00
chr21.27691603	chr21	27691603	F	32	53.12	46.88
chr21.27691617	chr21	27691617	F	31	0.00	100.00
chr21.27691648	chr21	27691648	F	25	0.00	100.00
chr21.27691681	chr21	27691681	F	30	0.00	100.00
chr21.27691693	chr21	27691693	F	30	63.33	36.67
chr21.27691737	chr21	27691737	F	34	2.94	97.06
chr21.27691550	chr21	27691550	R	41	0.00	100.00
chr21.27691560	chr21	27691560	R	46	0.00	100.00
chr21.27691593	chr21	27691593	R	42	0.00	100.00
chr21.27691604	chr21	27691604	R	40	30.00	70.00
chr21.27691618	chr21	27691618	R	42	85.71	14.29
chr21.27691682	chr21	27691682	R	42	0.00	100.00
chr21.27691694	chr21	27691694	R	42	0.00	100.00
chr21.27691738	chr21	27691738	R	47	2.13	97.87
chr21.27691746	chr21	27691746	R	47	0.00	100.00
chr21.27702873	chr21	27702873	F	13	76.92	23.08
chr21.27702927	chr21	27702927	F	12	0.00	100.00
chr21.27702932	chr21	27702932	F	13	100.00	0.00
chr21.27703059	chr21	27703059	F	13	0.00	100.00
chr21.27702928	chr21	27702928	R	15	0.00	100.00
chr21.27702933	chr21	27702933	R	15	73.33	26.67
chr21.27703060	chr21	27703060	R	16	0.00	100.00
chr21.27703080	chr21	27703080	R	15	0.00	100.00
chr21.27722361	chr21	27722361	F	20	0.00	100.00
chr21.27722512	chr21	27722512	R	19	0.00	100.00
chr21.27762737	chr21	27762737	F	16	0.00	100.00
chr21.27762825	chr21	27762825	F	12	0.00	100.00
chr21.27762855	chr21	27762855	F	13	0.00	100.00
chr21.27762826	chr21	27762826	R	14	7.14	92.86
chr21.27762856	chr21	27762856	R	17	0.00	100.00
chr21.27762940	chr21	27762940	R	18	0.00	100.00
chr21.27775493	chr21	27775493	F	11	0.00	100.00
chr21.27775543	chr21	27775543	F	11	0.00	100.00
chr21.27775709	chr21	27775709	R	10	0.00	100.00
chr21.27784659	chr21	27784659	F	18	0.00	100.00
chr21.27784788	chr21	27784788	R	21	0.00	100.00
chr21.27806897	chr21	27806897	F	21	0.00	100.00
chr21.27806928	chr21	27806928	F	21	0.00	100.00
chr21.27806959	chr21	27806959	F	40	0.00	100.00
chr21.27806973	chr21	27806973	F	40	0.00	100.00
chr21.27807017	chr21	27807017	F	21	57.14	42.86
chr21.27807027	chr21	27807027	F	21	0.00	100.00
chr21.27807029	chr21	27807029	F	20	0.00	100.00
chr21.27806830	chr21	27806830	R	25	0.00	100.00
chr21.27806838	chr21	27806838	R	47	0.00	100.00
chr21.27806882	chr21	27806882	R	50	0.00	100.00
chr21.27806886	chr21	27806886	R	47	51.06	48.94
chr21.27806898	chr21	27806898	R	44	0.00	100.00
chr21.27806929	chr21	27806929	R	15	0.00	100.00
chr21.27806960	chr21	27806960	R	29	0.00	100.00
chr21.27806974	chr21	27806974	R	31	0.00	100.00
chr21.27807018	chr21	27807018	R	16	0.00	100.00
chr21.27807028	chr21	27807028	R	16	0.00	100.00
chr21.27807030	chr21	27807030	R	16	0.00	100.00
chr21.27807034	chr21	27807034	R	16	0.00	100.00
chr21.27808836	chr21	27808836	F	40	0.00	100.00
chr21.27808900	chr21	27808900	F	37	0.00	100.00
chr21.27808904	chr21	27808904	F	19	0.00	100.00
chr21.27808837	chr21	27808837	R	22	0.00	100.00
chr21.27808901	chr21	27808901	R	44	0.00	100.00
chr21.27808905	chr21	27808905	R	44	0.00	100.00
chr21.27813121	chr21	27813121	F	30	0.00	100.00
chr21.27813196	chr21	27813196	F	15	0.00	100.00
chr21.27813122	chr21	27813122	R	13	0.00	100.00
chr21.27813197	chr21	27813197	R	26	0.00	100.00
chr21.27873380	chr21	27873380	F	10	70.00	30.00
chr21.27873384	chr21	27873384	F	10	0.00	100.00
chr21.27873396	chr21	27873396	F	10	0.00	100.00
chr21.27873549	chr21	27873549	F	10	0.00	100.00
chr21.27909086	chr21	27909086	R	11	0.00	100.00
chr21.27916053	chr21	27916053	F	18	0.00	100.00
chr21.27916097	chr21	27916097	F	15	0.00	100.00
chr21.27916023	chr21	27916023	R	10	10.00	90.00
chr21.27916054	chr21	27916054	R	15	0.00	100.00
chr21.27916098	chr21	27916098	R	20	70.00	30.00
chr21.27917988	chr21	27917988	R	14	0.00	100.00
chr21.27918044	chr21	27918044	R	12	0.00	100.00
chr21.27918056	chr21	27918056	R	13	0.00	100.00
chr21.27918060	chr21	27918060	R	13	0.00	100.00
chr21.27945125	chr21	27945125	F	12	0.00	100.00
chr21.27945130	chr21	27945130	F	13	30.77	69.23
chr21.27945149	chr21	27945149	F	13	53.85	46.15
chr21.27945167	chr21	27945167	F	11	0.00	100.00
chr21.27945170	chr21	27945170	F	19	0.00	100.00
chr21.27945177	chr21	27945177	F	22	0.00	100.00
chr21.27945190	chr21	27945190	F	24	0.00	100.00
chr21.27945215	chr21	27945215	F	22	0.00	100.00
chr21.27945234	chr21	27945234	F	11	0.00	100.00
chr21.27945238	chr21	27945238	F	13	0.00	100.00
chr21.27945248	chr21	27945248	F	13	53.85	46.15
chr21.27945253	chr21	27945253	F	13	0.00	100.00
chr21.27945305	chr21	27945305	F	23	0.00	100.00
chr21.27945330	chr21	27945330	F	24	33.33	66.67
chr21.27945350	chr21	27945350	F	23	0.00	100.00
chr21.27945363	chr21	27945363	F	12	0.00	100.00
chr21.27945464	chr21	27945464	F	10	0.00	100.00
chr21.27945475	chr21	27945475	F	10	0.00	100.00
chr21.27945480	chr21	27945480	F	10	0.00	100.00
chr21.27945487	chr21	27945487	F	10	0.00	100.00
chr21.27945168	chr21	27945168	R	14	57.14	42.86
chr21.27945171	chr21	27945171	R	15	73.33	26.67
chr21.27945178	chr21	27945178	R	16	18.75	81.25
chr21.27945191	chr21	27945191	R	16	87.50	12.50
chr21.27945216	chr21	27945216	R	15	0.00	100.00
chr21.27945306	chr21	27945306	R	13	0.00	100.00
chr21.27945331	chr21	27945331	R	32	56.25	43.75
chr21.27945351	chr21	27945351	R	31	80.65	19.35
chr21.27945364	chr21	27945364	R	30	0.00	100.00
chr21.27945465	chr21	27945465	R	14	50.00	50.00
chr21.27945469	chr21	27945469	R	17	0.00	100.00
chr21.27945476	chr21	27945476	R	15	0.00	100.00
chr21.27945481	chr21	27945481	R	17	0.00	100.00
chr21.27945488	chr21	27945488	R	17	0.00	100.00
chr21.27945514	chr21	27945514	R	16	0.00	100.00
