chr	pos	Hypo.pos	EM.pos	Hyper.pos	max.p	mCstatus	meanDiff	DM.status	index	meanCov.test	meanCov.control
chr21	18985253	0	0.1	0.9	0.9	1	0.7673	1	4375	5.25	9.75
chr21	18985260	0	0	1	1	1	0.859	1	4377	5.25	9.75
chr21	18985283	0	0.0667	0.9333	0.9333	1	0.8125	1	4378	6.75	28.75
chr21	18985299	0	0	1	1	1	0.9068	1	4382	6.75	28.75
chr21	18985316	0	0.0333	0.9667	0.9667	1	0.8426	1	4392	6.75	28.75
chr21	18985318	0	0.4333	0.5667	0.5667	1	0.7094	1	4394	6.75	28.75
chr21	18985319	0	0.1	0.9	0.9	1	0.8611	1	4395	5	24
chr21	19692042	0.5333	0.4333	0.0333	0.5333	-1	-0.4747	-1	4784	16.25	7
chr21	19693762	0.7333	0.2667	0	0.7333	-1	-0.357	-1	4785	22.75	17.25
chr21	20124119	0	0	1	1	1	0.8209	1	4878	25	4.75
chr21	20131990	0	0.3	0.7	0.7	1	0.5755	1	4900	15.25	9
chr21	20393866	0	0.3333	0.6667	0.6667	1	0.5014	1	4967	21.25	10.25
chr21	20393874	0	0.2	0.8	0.8	1	0.3703	1	4969	21.25	10.25
chr21	20393875	0.5333	0.4667	0	0.5333	-1	-0.3292	-1	4970	18.25	9.75
chr21	20865955	0	0.3667	0.6333	0.6333	1	0.6728	1	5128	25	4
chr21	20946627	0	0.2667	0.7333	0.7333	1	0.3226	1	5168	35.25	10.5
chr21	20946729	0	0.3333	0.6667	0.6667	1	0.5646	1	5187	28	10.5
chr21	21219074	0	0.4667	0.5333	0.5333	1	0.4659	1	5283	8.25	24.25
chr21	21390958	0.6333	0.3667	0	0.6333	-1	-0.3566	-1	5405	6	17.25
chr21	21467761	0	0.5	0.5	0.5	1	0.4935	1	5468	7.25	19.5
chr21	21477477	0.5333	0.4667	0	0.5333	-1	-0.4386	-1	5479	9.5	6.25
chr21	21519282	0	0.4667	0.5333	0.5333	1	0.3964	1	5512	19.5	32.25
chr21	21552338	0.5	0.5	0	0.5	-1	-0.3602	-1	5522	31.75	13
chr21	21798304	0.5667	0.4333	0	0.5667	-1	-0.3597	-1	5593	19.25	37
chr21	21806008	0	0.3	0.7	0.7	1	0.4666	1	5600	24.75	23.25
chr21	21815357	0.7667	0.2333	0	0.7667	-1	-0.7036	-1	5608	6.75	12
chr21	21960475	0	0.4	0.6	0.6	1	0.3786	1	5650	7.75	14.25
chr21	21967766	0	0.2667	0.7333	0.7333	1	0.3637	1	5656	21.75	18.25
chr21	21967842	0	0.4333	0.5667	0.5667	1	0.3617	1	5660	21.75	18.25
chr21	21997241	0	0.1333	0.8667	0.8667	1	0.3381	1	5669	28	11.75
chr21	22013056	0.7333	0.2667	0	0.7333	-1	-0.3331	-1	5672	11	18.25
chr21	22013101	0	0.3	0.7	0.7	1	0.3978	1	5680	11	18.25
chr21	22106427	0.6667	0.3333	0	0.6667	-1	-0.3651	-1	5721	25.75	21.5
chr21	22173785	0.6	0.4	0	0.6	-1	-0.3052	-1	5739	20.25	18
chr21	22274115	0.9333	0.0667	0	0.9333	-1	-0.8984	-1	5788	19.25	11.75
chr21	22362694	0.6	0.4	0	0.6	-1	-0.3486	-1	5864	32.75	12
chr21	22362727	0.6333	0.3667	0	0.6333	-1	-0.3325	-1	5866	32.75	12
chr21	22369506	0	0.1	0.9	0.9	1	0.49	1	5886	23	10.75
chr21	22369569	0.0333	0.0667	0.9	0.9	1	0.6311	1	5892	23	10.75
chr21	22370241	0	0.3	0.7	0.7	1	0.5203	1	5903	22.25	15
chr21	22370452	0.7333	0.2333	0.0333	0.7333	-1	-0.3718	-1	5931	32.75	26.75
chr21	22370646	0.0333	0.3	0.6667	0.6667	1	0.368	1	5953	10.25	21
chr21	22370684	0.8333	0.1333	0.0333	0.8333	-1	-0.3432	-1	5964	10.25	23.25
chr21	22370686	0	0.1333	0.8667	0.8667	1	0.3414	1	5965	10.25	21
chr21	22370746	0.0333	0.2333	0.7333	0.7333	1	0.4496	1	5976	10.25	23.25
chr21	22370930	0.5333	0.4667	0	0.5333	-1	-0.384	-1	6000	12.25	12.75
chr21	22493161	0.7	0.2	0.1	0.7	-1	-0.3039	-1	6047	35	18.75
chr21	22493323	0.5333	0.4333	0.0333	0.5333	-1	-0.3213	-1	6055	35	18.75
chr21	22629995	0.6667	0.3333	0	0.6667	-1	-0.3367	-1	6128	13.5	21.75
chr21	22786915	0	0.4667	0.5333	0.5333	1	0.401	1	6165	11.5	14.5
chr21	22851680	0	0.4	0.6	0.6	1	0.3281	1	6203	16.25	22.75
chr21	22854208	0.6333	0.3667	0	0.6333	-1	-0.5865	-1	6216	11.25	7.25
chr21	23119438	0.0333	0.1667	0.8	0.8	1	0.365	1	6282	10.75	16.25
chr21	23162861	0	0.4333	0.5667	0.5667	1	0.3222	1	6294	6.5	10.75
chr21	23162893	0.1667	0.2333	0.6	0.6	1	0.3098	1	6296	6.5	10.75
chr21	23226203	0.6667	0.3333	0	0.6667	-1	-0.4333	-1	6310	12.25	6.75
chr21	23257424	0.8	0.2	0	0.8	-1	-0.3601	-1	6318	8	26
chr21	23274814	0.8333	0.1333	0.0333	0.8333	-1	-0.3048	-1	6353	15.75	16.75
chr21	23274961	0.5333	0.4667	0	0.5333	-1	-0.3276	-1	6373	21.5	52.25
chr21	23275816	0.8	0.2	0	0.8	-1	-0.3688	-1	6394	9.25	14.5
chr21	23303579	0	0.2667	0.7333	0.7333	1	0.3273	1	6405	21.5	18.75
chr21	23328175	0.6333	0.3667	0	0.6333	-1	-0.5262	-1	6434	10.25	4.5
chr21	23360316	0.0333	0.3	0.6667	0.6667	1	0.4446	1	6444	13.75	26.5
chr21	23495586	0.0667	0.2333	0.7	0.7	1	0.3247	1	6475	14.25	17
chr21	23582239	0.5667	0.4	0.0333	0.5667	-1	-0.315	-1	6482	3.75	13.25
chr21	23582250	0	0.4	0.6	0.6	1	0.3758	1	6483	3.75	13.25
chr21	23722691	0.0333	0.1333	0.8333	0.8333	1	0.449	1	6500	25.75	50.5
chr21	23778472	0.5	0.4667	0.0333	0.5	-1	-0.3417	-1	6513	7.25	24.5
chr21	23778571	0.7	0.2667	0.0333	0.7	-1	-0.3918	-1	6518	7.5	22
chr21	23800350	0.5333	0.4667	0	0.5333	-1	-0.3365	-1	6527	13.5	23.25
chr21	23833242	0.7	0.2667	0.0333	0.7	-1	-0.3283	-1	6549	14.5	12
chr21	23833252	0.8	0.1667	0.0333	0.8	-1	-0.3952	-1	6550	14.5	12
chr21	23883111	0.7667	0.2	0.0333	0.7667	-1	-0.3903	-1	6567	14.5	11.25
chr21	23934429	0.6667	0.3	0.0333	0.6667	-1	-0.4746	-1	6594	7.25	25.75
chr21	23940377	0.9	0.1	0	0.9	-1	-0.526	-1	6615	28	13
chr21	23956427	0.6333	0.3667	0	0.6333	-1	-0.3241	-1	6641	13.5	29
chr21	24393850	0.5333	0.4667	0	0.5333	-1	-0.327	-1	6742	11	33.25
chr21	24393928	0	0.4	0.6	0.6	1	0.4066	1	6749	12	8.25
chr21	24401711	0.7333	0.2333	0.0333	0.7333	-1	-0.4504	-1	6777	21.5	24.5
chr21	24401748	0.8333	0.1667	0	0.8333	-1	-0.512	-1	6778	14.75	24.5
chr21	24437034	0.6	0.3667	0.0333	0.6	-1	-0.3563	-1	6809	7.25	7.5
chr21	24459526	0.6667	0.3333	0	0.6667	-1	-0.377	-1	6815	12.5	16.75
chr21	24464309	0.5	0.5	0	0.5	-1	-0.4092	-1	6826	14.25	25.75
chr21	24473568	0.0667	0.4333	0.5	0.5	1	0.3069	1	6832	14.25	22
chr21	24474244	0.7	0.2333	0.0667	0.7	-1	-0.3694	-1	6853	18.25	17.5
chr21	24641739	0.1667	0.1667	0.6667	0.6667	1	0.3905	1	6865	22.75	39.75
chr21	24641771	0	0.3	0.7	0.7	1	0.3221	1	6866	22.75	39.75
chr21	24716604	0.6	0.4	0	0.6	-1	-0.3852	-1	6882	27.25	8
chr21	24737344	0.7333	0.2667	0	0.7333	-1	-0.3713	-1	6893	4.25	19.75
chr21	24793195	0.8667	0.1333	0	0.8667	-1	-0.5762	-1	6922	28.25	11
chr21	24793311	0	0.2333	0.7667	0.7667	1	0.4565	1	6926	28.25	11
chr21	24829174	0.6667	0.3333	0	0.6667	-1	-0.4243	-1	6961	5	13.75
chr21	24829330	0.1333	0.3667	0.5	0.5	1	0.3223	1	6979	9.25	11
chr21	24928710	0.8333	0.1667	0	0.8333	-1	-0.4883	-1	6996	5.25	26.25
chr21	24935269	0.0667	0.4333	0.5	0.5	1	0.3603	1	7004	12	11
chr21	24974547	0.0667	0.4333	0.5	0.5	1	0.3217	1	7011	26.25	5.5
chr21	25008560	0.0667	0.2667	0.6667	0.6667	1	0.4265	1	7034	11.75	22.5
chr21	25008590	0.6333	0.3667	0	0.6333	-1	-0.337	-1	7038	13.25	14.25
chr21	25008653	0	0.0667	0.9333	0.9333	1	0.7835	1	7045	10.25	10.75
chr21	25106772	0.6667	0.2667	0.0667	0.6667	-1	-0.3551	-1	7097	12.5	14.25
chr21	25128648	0	0.2667	0.7333	0.7333	1	0.6269	1	7111	12	26.75
chr21	25179392	0.5667	0.4333	0	0.5667	-1	-0.3753	-1	7123	10	7.5
chr21	25179411	0.6	0.3333	0.0667	0.6	-1	-0.384	-1	7127	10	7.5
chr21	25179412	0.1	0.4	0.5	0.5	1	0.4029	1	7128	11.75	3.5
chr21	25179434	0.5333	0.4667	0	0.5333	-1	-0.358	-1	7134	11.75	3.5
chr21	25180334	0	0.4333	0.5667	0.5667	1	0.6022	1	7139	8.75	19.5
chr21	25211836	0.1	0.3667	0.5333	0.5333	1	0.3099	1	7146	23.5	11.25
chr21	25229657	0	0.1667	0.8333	0.8333	1	0.419	1	7151	5.5	46
chr21	25229787	0.8333	0.1667	0	0.8333	-1	-0.3478	-1	7155	14.75	18.25
chr21	25229806	0.8667	0.1333	0	0.8667	-1	-0.5168	-1	7162	14.75	15.5
chr21	25229854	0.6333	0.3667	0	0.6333	-1	-0.456	-1	7165	14.75	15.5
chr21	25234028	0.5667	0.4333	0	0.5667	-1	-0.4068	-1	7173	13.5	12
chr21	25277338	0.7	0.3	0	0.7	-1	-0.4403	-1	7195	7.5	18.75
chr21	25295033	0	0.3	0.7	0.7	1	0.4342	1	7201	9.25	18.75
chr21	25295049	0.5	0.5	0	0.5	-1	-0.3468	-1	7203	9.25	18.75
chr21	25295082	0	0.4333	0.5667	0.5667	1	0.3208	1	7208	13.75	14
chr21	25320535	0.8	0.2	0	0.8	-1	-0.3732	-1	7224	11.25	25.5
chr21	25337178	0.5	0.4667	0.0333	0.5	-1	-0.3716	-1	7232	10	22.5
chr21	25337238	0	0.4667	0.5333	0.5333	1	0.5008	1	7235	10	22.5
chr21	25486751	0	0.4333	0.5667	0.5667	1	0.4503	1	7277	22	17
chr21	25512928	0.5	0.5	0	0.5	-1	-0.3301	-1	7310	19.25	5
chr21	25519479	0	0.3333	0.6667	0.6667	1	0.5328	1	7313	20	16.5
chr21	25581256	0.0333	0.3333	0.6333	0.6333	1	0.5158	1	7331	26	13.25
chr21	25682619	0.0667	0.3667	0.5667	0.5667	1	0.3024	1	7349	18.75	8.5
chr21	25871218	0.0333	0.3	0.6667	0.6667	1	0.3637	1	7373	14.5	15.5
chr21	25964205	0.6333	0.3667	0	0.6333	-1	-0.3701	-1	7411	17.75	5.75
chr21	26139945	0.6667	0.3333	0	0.6667	-1	-0.3298	-1	7445	23.25	19.75
chr21	26140033	0	0.1333	0.8667	0.8667	1	0.4847	1	7453	23.25	19.75
chr21	26278246	0.7333	0.2667	0	0.7333	-1	-0.3208	-1	7509	20	19
chr21	26388651	0.7333	0.2	0.0667	0.7333	-1	-0.4169	-1	7525	12.75	20.25
chr21	26424238	0.0667	0.2333	0.7	0.7	1	0.3464	1	7539	19.5	15.5
chr21	26426255	0.0333	0.2	0.7667	0.7667	1	0.4585	1	7555	40.75	22.5
chr21	26656374	0	0.3667	0.6333	0.6333	1	0.449	1	7593	15	8.5
chr21	26734249	0.5	0.5	0	0.5	-1	-0.3738	-1	7622	15.5	29.25
chr21	26979809	0	0.0667	0.9333	0.9333	1	0.7	1	7808	17.75	6
chr21	26979810	0	0.4667	0.5333	0.5333	1	0.4944	1	7809	17.5	7
chr21	26980003	0	0.4	0.6	0.6	1	0.6271	1	7837	12.5	19.75
chr21	27011854	0.6	0.4	0	0.6	-1	-0.4597	-1	7853	11.75	6
chr21	27071800	0.5333	0.4667	0	0.5333	-1	-0.538	-1	7909	23.5	9.75
chr21	27071816	0	0.4333	0.5667	0.5667	1	0.4682	1	7911	23.5	9.75
chr21	27691604	0.6	0.4	0	0.6	-1	-0.6931	-1	8672	20	23
chr21	27945437	0	0.1333	0.8667	0.8667	1	0.6821	1	8738	17.25	20
chr21	27945454	0	0.4333	0.5667	0.5667	1	0.4822	1	8745	14.25	20.25
chr21	27945464	0	0	1	1	1	0.7947	1	8746	17.25	20
chr21	27945468	0	0	1	1	1	0.762	1	8748	17.25	20
chr21	27945469	0	0.3333	0.6667	0.6667	1	0.4398	1	8749	14.25	20.25
chr21	27945481	0	0.0667	0.9333	0.9333	1	0.6341	1	8753	14.25	20.25
chr21	27945487	0.0333	0.2	0.7667	0.7667	1	0.4912	1	8754	17.25	20
chr21	27945552	0	0.1333	0.8667	0.8667	1	0.6447	1	8766	14.25	20.25
chr21	28197230	0	0.4667	0.5333	0.5333	1	0.3636	1	8820	13.5	43.75
chr21	30365204	0	0.1333	0.8667	0.8667	1	0.6092	1	9835	13.25	30.75
chr21	30365205	0	0.3333	0.6667	0.6667	1	0.5292	1	9836	11	27
chr21	30365247	0	0.2	0.8	0.8	1	0.5399	1	9839	6.25	20
chr21	30365281	0	0.1333	0.8667	0.8667	1	0.402	1	9840	6.25	20
chr21	30365287	0	0	1	1	1	0.5399	1	9841	6.25	20
chr21	30365294	0	0	1	1	1	0.6089	1	9842	6.25	20
chr21	30365313	0	0	1	1	1	0.5212	1	9843	6.25	20
chr21	30365319	0	0.3	0.7	0.7	1	0.6446	1	9844	6.25	20
chr21	30372593	0	0.4667	0.5333	0.5333	1	0.4115	1	9850	23.25	9
chr21	30372606	0.8333	0.1667	0	0.8333	-1	-0.6855	-1	9851	23.25	9
chr21	30375065	0.5333	0.4667	0	0.5333	-1	-0.7012	-1	9869	7.25	8
chr21	30391510	0	0.0667	0.9333	0.9333	1	0.7787	1	9955	25.5	9.5
chr21	30391631	0	0.1333	0.8667	0.8667	1	0.5018	1	9958	19.25	12.75
chr21	30391650	0	0.2333	0.7667	0.7667	1	0.4372	1	9959	19.25	12.75
chr21	30391662	0	0	1	1	1	0.7668	1	9960	19.25	12.75
chr21	30391693	0	0	1	1	1	0.55	1	9962	8	12.75
chr21	30391696	0	0	1	1	1	0.7548	1	9963	8	12.75
chr21	30391702	0	0.3667	0.6333	0.6333	1	0.369	1	9964	8	12.75
chr21	30391714	0	0.3333	0.6667	0.6667	1	0.7238	1	9966	8	12.75
chr21	30445794	0	0.3	0.7	0.7	1	0.4546	1	10012	10.5	37
chr21	30445795	0	0.3333	0.6667	0.6667	1	0.4494	1	10013	13.5	43.75
chr21	30445796	0	0.1667	0.8333	0.8333	1	0.4354	1	10014	10.5	37
chr21	30445799	0	0.4	0.6	0.6	1	0.7115	1	10015	13.5	43.75
chr21	30445800	0	0.3333	0.6667	0.6667	1	0.65	1	10016	10.5	37
chr21	30721232	0.5667	0.4333	0	0.5667	-1	-0.4565	-1	10422	24.75	9.75
chr21	30834292	0	0.4667	0.5333	0.5333	1	0.484	1	10447	16.75	19.25
chr21	30913577	0	0.4667	0.5333	0.5333	1	0.4517	1	10458	9.75	13.75
chr21	30938005	0.6333	0.3333	0.0333	0.6333	-1	-0.3628	-1	10469	10.5	25.75
chr21	30947303	0	0.4	0.6	0.6	1	0.3967	1	10493	12	19.5
chr21	31079425	0.6667	0.3333	0	0.6667	-1	-0.3491	-1	10557	4.25	30.25
chr21	31311540	0	0.4667	0.5333	0.5333	1	0.46	1	10649	15.5	11.25
chr21	31311635	0	0	1	1	1	0.8006	1	10652	13.25	12.75
chr21	31311644	0	0.2667	0.7333	0.7333	1	0.6887	1	10654	13.25	12.75
chr21	31311646	0	0.4333	0.5667	0.5667	1	0.5089	1	10656	13.25	12.75
chr21	31311655	0	0.2667	0.7333	0.7333	1	0.5758	1	10659	12.75	12.75
chr21	31311657	0.0333	0.1667	0.8	0.8	1	0.447	1	10660	13.25	12.75
chr21	31311658	0	0.1	0.9	0.9	1	0.6124	1	10661	12.75	12.75
chr21	31311661	0	0.4	0.6	0.6	1	0.3595	1	10662	13.25	12.75
chr21	31311662	0	0	1	1	1	0.7643	1	10663	12.75	12.75
chr21	31311667	0	0.0667	0.9333	0.9333	1	0.7512	1	10664	13.25	12.75
chr21	31311668	0	0	1	1	1	0.5845	1	10665	12.75	12.75
chr21	31311717	0	0.0333	0.9667	0.9667	1	0.6928	1	10670	13.25	12.75
chr21	32528220	0	0.3333	0.6667	0.6667	1	0.531	1	11102	14.25	14
chr21	32716181	0	0.1333	0.8667	0.8667	1	0.6241	1	11269	21.25	15.25
chr21	32716218	0	0.3333	0.6667	0.6667	1	0.4016	1	11276	25.5	14.25
chr21	32716220	0	0.0667	0.9333	0.9333	1	0.5243	1	11277	21.25	15.25
chr21	32716221	0	0.2667	0.7333	0.7333	1	0.3753	1	11278	25.5	14.25
chr21	32716239	0	0.1667	0.8333	0.8333	1	0.4213	1	11279	31.5	25.25
chr21	32716345	0	0.0667	0.9333	0.9333	1	0.6642	1	11295	23.75	17
chr21	32744794	0	0.3667	0.6333	0.6333	1	0.7528	1	11314	10.75	8.75
chr21	32834128	0	0.1667	0.8333	0.8333	1	0.7256	1	11411	8.5	11
chr21	32931060	0	0.2333	0.7667	0.7667	1	0.6487	1	11699	7.25	26.25
chr21	32931210	0.8	0.2	0	0.8	-1	-0.8	-1	11706	24.25	7.5
chr21	32966361	0.9333	0.0667	0	0.9333	-1	-0.8897	-1	11849	20.75	42.75
chr21	33031748	0	0.1667	0.8333	0.8333	1	0.782	1	11956	19.75	23.5
chr21	33031751	0	0.1	0.9	0.9	1	0.6242	1	11958	19.75	23.5
chr21	33031752	0	0.0333	0.9667	0.9667	1	0.7337	1	11959	23.75	23.5
chr21	33031758	0	0	1	1	1	0.6617	1	11960	19.75	23.5
chr21	33031759	0	0	1	1	1	0.5515	1	11961	23.75	23.5
chr21	33031764	0	0	1	1	1	0.8048	1	11962	19.75	23.5
chr21	33031765	0	0.0333	0.9667	0.9667	1	0.7039	1	11963	23.75	23.5
chr21	33031794	0	0	1	1	1	0.782	1	11964	19.75	23.5
chr21	33031807	0	0.3333	0.6667	0.6667	1	0.7754	1	11967	23.75	23.5
chr21	33031814	0	0.1333	0.8667	0.8667	1	0.7754	1	11969	23.75	23.5
chr21	33032350	0	0.5	0.5	0.5	1	0.7164	1	11982	11.75	27.5
chr21	33032354	0	0.3	0.7	0.7	1	0.5497	1	11984	11.75	27.5
chr21	33032355	0	0.2	0.8	0.8	1	0.4613	1	11985	11.5	31.25
chr21	33032356	0	0	1	1	1	0.5081	1	11986	11.75	27.5
chr21	33032357	0	0.0667	0.9333	0.9333	1	0.4234	1	11987	11.5	31.25
chr21	33032361	0	0.2667	0.7333	0.7333	1	0.5497	1	11988	11.75	27.5
chr21	33032369	0	0.2	0.8	0.8	1	0.5534	1	11990	11.75	27.5
chr21	33032370	0	0.1	0.9	0.9	1	0.4165	1	11991	11.5	31.25
chr21	33032375	0	0	1	1	1	0.5497	1	11992	11.75	27.5
chr21	33032376	0	0.0667	0.9333	0.9333	1	0.3698	1	11993	11.5	31.25
chr21	33032378	0	0.0333	0.9667	0.9667	1	0.5854	1	11994	11.75	27.5
chr21	33032379	0	0.1	0.9	0.9	1	0.465	1	11995	11.5	31.25
chr21	33032380	0	0.4	0.6	0.6	1	0.4502	1	11996	11.75	27.5
chr21	33032395	0	0.4333	0.5667	0.5667	1	0.465	1	11999	11.5	31.25
chr21	33032396	0	0.5	0.5	0.5	1	0.523	1	12000	11.75	27.5
chr21	33032397	0	0.0333	0.9667	0.9667	1	0.4613	1	12001	11.5	31.25
chr21	33032401	0	0	1	1	1	0.4762	1	12002	11.75	27.5
chr21	33032402	0	0.0333	0.9667	0.9667	1	0.5031	1	12003	11.5	31.25
chr21	33032407	0	0.0667	0.9333	0.9333	1	0.5497	1	12004	11.75	27.5
chr21	33032408	0	0.1667	0.8333	0.8333	1	0.4834	1	12005	11.5	31.25
chr21	33032410	0	0.1667	0.8333	0.8333	1	0.5206	1	12007	11.5	31.25
chr21	33032423	0	0.0667	0.9333	0.9333	1	0.5649	1	12008	11.75	27.5
chr21	33032424	0	0	1	1	1	0.5127	1	12009	11.5	31.25
chr21	33032425	0	0.0667	0.9333	0.9333	1	0.5029	1	12010	11.75	27.5
chr21	33032426	0	0.2	0.8	0.8	1	0.4252	1	12011	11.5	31.25
chr21	33032599	0	0.1667	0.8333	0.8333	1	0.5358	1	12048	10	21.5
chr21	33032605	0.0667	0.0667	0.8667	0.8667	1	0.3615	1	12049	10	21.5
chr21	33032615	0	0.1	0.9	0.9	1	0.5358	1	12050	10	21.5
chr21	33032628	0	0.2333	0.7667	0.7667	1	0.5358	1	12051	10	21.5
chr21	33244929	0	0.3333	0.6667	0.6667	1	0.3734	1	12306	15.5	17
chr21	33244930	0	0.2333	0.7667	0.7667	1	0.3906	1	12307	15	17.5
chr21	33244937	0	0.3667	0.6333	0.6333	1	0.3734	1	12308	15.5	17
chr21	33245020	0	0.2	0.8	0.8	1	0.6232	1	12312	19.5	38.75
chr21	33245027	0	0.0667	0.9333	0.9333	1	0.5798	1	12315	16	49.5
chr21	33245033	0	0	1	1	1	0.6089	1	12316	19.5	38.75
chr21	33245034	0	0	1	1	1	0.6076	1	12317	16	49.5
chr21	33245047	0	0	1	1	1	0.541	1	12318	19.5	38.75
chr21	33245048	0	0	1	1	1	0.6968	1	12319	16	49.5
chr21	33245054	0	0.0333	0.9667	0.9667	1	0.616	1	12320	19.5	38.75
chr21	33245055	0	0.0333	0.9667	0.9667	1	0.6076	1	12321	16	49.5
chr21	33245076	0	0	1	1	1	0.637	1	12322	19.5	38.75
chr21	33245077	0	0.1333	0.8667	0.8667	1	0.6312	1	12323	16	49.5
chr21	33245082	0.0333	0.4667	0.5	0.5	1	0.3648	1	12325	26.75	74
chr21	33245197	0	0.4667	0.5333	0.5333	1	0.5459	1	12336	24.25	49.25
chr21	33245211	0	0.4	0.6	0.6	1	0.413	1	12342	24.25	49.25
chr21	33245485	0	0.0333	0.9667	0.9667	1	0.5356	1	12383	34.5	44
chr21	33245488	0	0.0667	0.9333	0.9333	1	0.5393	1	12384	34.5	44
chr21	33245494	0	0.0333	0.9667	0.9667	1	0.6416	1	12386	34.5	44
chr21	33245495	0	0.0333	0.9667	0.9667	1	0.609	1	12387	33	45.5
chr21	33245498	0	0	1	1	1	0.5334	1	12388	34.5	44
chr21	33245499	0	0	1	1	1	0.5619	1	12389	33	45.5
chr21	33245505	0	0.0333	0.9667	0.9667	1	0.5393	1	12390	34.5	44
chr21	33245506	0	0.1	0.9	0.9	1	0.62	1	12391	33	45.5
chr21	33245509	0	0.2	0.8	0.8	1	0.4603	1	12392	34.5	44
chr21	33245510	0	0.1333	0.8667	0.8667	1	0.609	1	12393	33	45.5
chr21	33245520	0	0.1	0.9	0.9	1	0.6054	1	12395	33	45.5
chr21	33245523	0	0.2	0.8	0.8	1	0.5393	1	12396	34.5	44
chr21	33245525	0	0.4	0.6	0.6	1	0.5393	1	12398	34.5	44
chr21	33245533	0	0.1667	0.8333	0.8333	1	0.5242	1	12400	34.5	44
chr21	33245544	0	0.1	0.9	0.9	1	0.6924	1	12402	34.5	44
chr21	33245549	0	0.3333	0.6667	0.6667	1	0.4548	1	12405	33	45.5
chr21	33245557	0	0.2	0.8	0.8	1	0.3446	1	12406	34.5	44
chr21	33245558	0	0.1	0.9	0.9	1	0.561	1	12407	33	45.5
chr21	33245560	0	0.1667	0.8333	0.8333	1	0.3642	1	12408	34.5	44
chr21	33245561	0	0.0333	0.9667	0.9667	1	0.5754	1	12409	33	45.5
chr21	33245563	0	0.0667	0.9333	0.9333	1	0.5393	1	12410	34.5	44
chr21	33245564	0	0.0333	0.9667	0.9667	1	0.609	1	12411	33	45.5
chr21	33245566	0	0.0333	0.9667	0.9667	1	0.5393	1	12412	34.5	44
chr21	33245567	0	0.0333	0.9667	0.9667	1	0.7041	1	12413	33	45.5
chr21	33245572	0	0.2333	0.7667	0.7667	1	0.42	1	12415	33	45.5
chr21	33245580	0.0333	0.1333	0.8333	0.8333	1	0.3527	1	12416	34.5	44
chr21	33245581	0	0.1	0.9	0.9	1	0.6337	1	12417	33	45.5
chr21	33245591	0	0.1	0.9	0.9	1	0.609	1	12418	33	45.5
chr21	33245642	0	0	1	1	1	0.6684	1	12420	29.75	20.75
chr21	33245644	0	0.1667	0.8333	0.8333	1	0.6546	1	12421	29.75	20.75
chr21	33245654	0	0	1	1	1	0.6518	1	12422	29.75	20.75
chr21	33245656	0	0.0333	0.9667	0.9667	1	0.6546	1	12423	29.75	20.75
chr21	33245658	0	0	1	1	1	0.6546	1	12424	29.75	20.75
chr21	33245662	0	0.0333	0.9667	0.9667	1	0.7524	1	12425	29.75	20.75
chr21	33245671	0	0	1	1	1	0.4915	1	12426	29.75	20.75
chr21	33245693	0	0.1	0.9	0.9	1	0.6546	1	12427	29.75	20.75
chr21	33245700	0	0.1	0.9	0.9	1	0.7524	1	12428	29.75	20.75
chr21	33245850	0	0.2667	0.7333	0.7333	1	0.4216	1	12437	28	53.75
chr21	33245864	0	0.4333	0.5667	0.5667	1	0.4144	1	12440	23.25	23
chr21	33245876	0	0.4667	0.5333	0.5333	1	0.4306	1	12442	23.25	23
chr21	33245899	0	0.2667	0.7333	0.7333	1	0.4121	1	12448	23.25	23
chr21	33245908	0.8	0.2	0	0.8	-1	-0.3685	-1	12449	26.75	58.25
chr21	33245909	0	0	1	1	1	0.6536	1	12450	28	59.75
chr21	33246031	0	0.2333	0.7667	0.7667	1	0.4834	1	12482	14.75	40.5
chr21	33246032	0	0.2667	0.7333	0.7333	1	0.5229	1	12483	10	35.5
chr21	33246041	0	0.2	0.8	0.8	1	0.4554	1	12484	14.75	40.5
chr21	33246042	0	0.3667	0.6333	0.6333	1	0.462	1	12485	10	35.5
chr21	33246050	0	0.5	0.5	0.5	1	0.5536	1	12490	14.75	40.5
chr21	33246052	0	0.3333	0.6667	0.6667	1	0.4643	1	12492	14.75	40.5
chr21	33246053	0	0.4667	0.5333	0.5333	1	0.5229	1	12493	10	35.5
chr21	33246059	0	0.2667	0.7333	0.7333	1	0.506	1	12494	14.75	40.5
chr21	33246061	0	0.4	0.6	0.6	1	0.3806	1	12496	14.75	40.5
chr21	33246062	0	0.3667	0.6333	0.6333	1	0.3899	1	12497	10	35.5
chr21	33246071	0	0.0667	0.9333	0.9333	1	0.6217	1	12498	14.75	40.5
chr21	33246072	0	0.4333	0.5667	0.5667	1	0.5229	1	12499	10	35.5
chr21	33246073	0	0.3333	0.6667	0.6667	1	0.4616	1	12500	14.75	40.5
chr21	33246117	0	0.4	0.6	0.6	1	0.5027	1	12509	9.75	35.25
chr21	33246157	0	0.4667	0.5333	0.5333	1	0.5002	1	12511	10	35.5
chr21	33246158	0	0.4333	0.5667	0.5667	1	0.488	1	12512	14.75	40.5
chr21	33246159	0	0.3667	0.6333	0.6333	1	0.604	1	12513	10	35.5
chr21	33246176	0	0.4	0.6	0.6	1	0.4922	1	12514	14.75	40.5
chr21	33246177	0	0.3667	0.6333	0.6333	1	0.5229	1	12515	10	35.5
