chr	pos	Hypo.pos	EM.pos	Hyper.pos	max.p	mCstatus	meanDiff	DM.status	index	meanCov.test	meanCov.control
chr21	33765239	0.0333	0.9667	0	0.9667	0	0.0797	0	13101	36.25	11.75
chr21	33765240	0	1	0	1	0	-0.0627	0	13102	44.25	13.25
chr21	33765242	0	1	0	1	0	0.0312	0	13103	36.25	11.75
chr21	33765243	0	0.9	0.1	0.9	0	0.2938	0	13104	44.25	13.25
chr21	33765248	0.4	0.6	0	0.6	0	-0.4189	0	13105	36.25	11.75
chr21	33765249	0.0333	0.4333	0.5333	0.5333	1	0.4082	1	13106	44.25	13.25
chr21	33765268	0.0667	0.8	0.1333	0.8	0	0.0025	0	13107	44.25	13.25
chr21	33765523	0	1	0	1	0	0	0	13108	5.75	24.5
chr21	33765529	0	0.8667	0.1333	0.8667	0	0.3566	0	13109	5.75	24.5
chr21	33765539	0	1	0	1	0	0.6212	0	13110	5.75	24.5
chr21	33765543	0	1	0	1	0	0.6212	0	13111	5.75	24.5
chr21	33765554	0	1	0	1	0	0.5302	0	13112	5.75	24.5
chr21	33765564	0	0.9333	0.0667	0.9333	0	0.5934	0	13113	5.75	24.5
chr21	33765570	0	0.8667	0.1333	0.8667	0	0.6346	0	13114	5.75	24.5
chr21	33765592	0	0.4667	0.5333	0.5333	1	0.6928	1	13115	13.5	17.5
chr21	33765593	0	1	0	1	0	0	0	13116	13.25	14
chr21	33765597	0	0.4	0.6	0.6	1	0.6571	1	13117	13.5	17.5
chr21	33765598	0	0.8667	0.1333	0.8667	0	0.3567	0	13118	13.25	14
chr21	33765622	0	0.0333	0.9667	0.9667	1	0.797	1	13119	13.5	17.5
chr21	33765623	0	0.1	0.9	0.9	1	0.6067	1	13120	13.25	14
chr21	33765636	0.3	0.3667	0.3333	0.3667	0	0.1554	0	13121	27.25	48
chr21	33765637	0	0	1	1	1	0.5286	1	13122	21.75	48.75
chr21	33765672	0	0.3333	0.6667	0.6667	1	0.576	1	13123	13.75	30.5
chr21	33765673	0	0.3667	0.6333	0.6333	1	0.5329	1	13124	8.5	34.75
chr21	33765679	0	0.4333	0.5667	0.5667	1	0.576	1	13125	13.75	30.5
chr21	33765680	0.0333	0.9667	0	0.9667	0	0.3156	0	13126	8.5	34.75
chr21	33765687	0	0.3	0.7	0.7	1	0.5085	1	13127	13.75	30.5
chr21	33765688	0	0.7	0.3	0.7	0	0.5329	0	13128	8.5	34.75
chr21	33765694	0	1	0	1	0	0	0	13129	13.75	30.5
chr21	33765695	0	0.9	0.1	0.9	0	0.5329	0	13130	8.5	34.75
chr21	33775039	0	1	0	1	0	-0.025	0	13131	6	7
chr21	33775045	0	0.9667	0.0333	0.9667	0	0.0167	0	13132	6	7
chr21	33775046	0	1	0	1	0	0.2523	0	13133	8.75	7
chr21	33775088	0	1	0	1	0	0.1875	0	13134	6	7
chr21	33775089	0	1	0	1	0	0.0454	0	13135	8.75	7
chr21	33775107	0	1	0	1	0	-0.1667	0	13136	6	7
chr21	33775108	0	0.8	0.2	0.8	0	0.425	0	13137	8.75	7
chr21	33775133	0	1	0	1	0	-0.0893	0	13138	6	7
chr21	33775134	0	1	0	1	0	0.0443	0	13139	8.75	7
chr21	33775146	0	1	0	1	0	0.1488	0	13140	6	7
chr21	33775147	0	1	0	1	0	-0.1667	0	13141	8.75	7
chr21	33775174	0	1	0	1	0	0.1818	0	13142	8.75	7
chr21	33778933	0.2667	0.7333	0	0.7333	0	-0.5532	0	13143	20	11.25
chr21	33778934	0	1	0	1	0	0	0	13144	15.75	10.5
chr21	33779019	0	1	0	1	0	0.0045	0	13145	20	11.25
chr21	33779020	0	1	0	1	0	-0.1667	0	13146	15.75	10.75
chr21	33782347	0	1	0	1	0	0.1138	0	13147	13.5	9.75
chr21	33782367	0	1	0	1	0	-0.3451	0	13148	13.5	9.75
chr21	33782374	0.0667	0.9333	0	0.9333	0	-0.4038	0	13149	13.5	9.75
chr21	33782421	0	1	0	1	0	-0.0179	0	13150	10	7.25
chr21	33782473	0	1	0	1	0	-0.125	0	13151	13.5	9.75
chr21	33782517	0	1	0	1	0	-0.2361	0	13152	13.5	9.75
chr21	33783840	0	1	0	1	0	0.0614	0	13153	19	13.5
chr21	33783864	0	1	0	1	0	0.0528	0	13154	19	13.5
chr21	33783877	0	1	0	1	0	0.1667	0	13155	19	13.5
chr21	33783916	0	1	0	1	0	-0.0976	0	13156	19	13.5
chr21	33783920	0	1	0	1	0	0.1548	0	13157	19	13.5
chr21	33783935	0	0.9667	0.0333	0.9667	0	0.3723	0	13158	19	13.5
chr21	33783937	0	1	0	1	0	0.0627	0	13159	19	13.5
chr21	33783947	0	1	0	1	0	0.1131	0	13160	19	13.5
chr21	33783951	0	1	0	1	0	-0.0917	0	13161	35	30.75
chr21	33783957	0	1	0	1	0	0.0015	0	13162	16	17.25
chr21	33783978	0	1	0	1	0	-0.2222	0	13163	16	17.25
chr21	33783984	0	1	0	1	0	0.0556	0	13164	16	17.25
chr21	33783986	0	1	0	1	0	0.2996	0	13165	16	17.25
chr21	33783991	0	1	0	1	0	-0.0882	0	13166	16	17.25
chr21	33783995	0	1	0	1	0	0.1696	0	13167	16	17.25
chr21	33783998	0	1	0	1	0	0.0268	0	13168	16	17.25
chr21	33784000	0	1	0	1	0	0.4286	0	13169	16	17.25
chr21	33784019	0	1	0	1	0	0	0	13170	16	17.25
chr21	33784021	0	1	0	1	0	0.025	0	13171	23.75	31
chr21	33784022	0	1	0	1	0	-0.1083	0	13172	26.75	41
chr21	33784027	0	1	0	1	0	0.0938	0	13173	11.75	16.75
chr21	33784028	0	1	0	1	0	0.0869	0	13174	10.75	23.75
chr21	33784047	0	1	0	1	0	0.0271	0	13175	11.75	16.75
chr21	33784048	0	1	0	1	0	-0.2086	0	13176	10.75	23.75
chr21	33784051	0	1	0	1	0	-0.0036	0	13177	11.75	16.75
chr21	33784052	0	1	0	1	0	-0.125	0	13178	10.75	23.75
chr21	33784066	0	1	0	1	0	0.1594	0	13179	11.75	16.75
chr21	33784067	0.0333	0.9667	0	0.9667	0	0.1621	0	13180	10.75	23.75
chr21	33784069	0	1	0	1	0	-0.1071	0	13181	29.5	34.25
chr21	33784070	0	1	0	1	0	-0.0274	0	13182	32.25	44
chr21	33784075	0	1	0	1	0	0.3937	0	13183	17.75	17.5
chr21	33784077	0	1	0	1	0	-0.1562	0	13184	17.75	17.5
chr21	33784079	0	1	0	1	0	-0.1648	0	13185	17.75	17.5
chr21	33784098	0	1	0	1	0	-0.1109	0	13186	17.75	17.5
chr21	33784105	0	1	0	1	0	0.1972	0	13187	17.75	17.5
chr21	33784116	0.0667	0.9333	0	0.9333	0	-0.4257	0	13188	17.75	17.5
chr21	33784122	0	0.9	0.1	0.9	0	0.0954	0	13189	33.5	37
chr21	33784135	0	1	0	1	0	-0.2097	0	13190	15.75	19.5
chr21	33784136	0	0.9333	0.0667	0.9333	0	0.3787	0	13191	15.25	18
chr21	33784145	0	1	0	1	0	0.0953	0	13192	15.75	19.5
chr21	33784146	0	1	0	1	0	-0.0357	0	13193	15.25	18
chr21	33784147	0	1	0	1	0	-0.2857	0	13194	15.75	19.5
chr21	33784148	0	1	0	1	0	0.1111	0	13195	15.25	18
chr21	33784159	0	1	0	1	0	-0.0268	0	13196	15.75	19.5
chr21	33784160	0.0333	0.9667	0	0.9667	0	-0.2946	0	13197	15.25	18
chr21	33784181	0	1	0	1	0	0.0697	0	13198	15.75	19.5
chr21	33784182	0	1	0	1	0	0.3611	0	13199	15.25	18
chr21	33784210	0	1	0	1	0	-0.2024	0	13200	15.75	19.5
chr21	33784211	0	1	0	1	0	0.1159	0	13201	15.25	18
chr21	33784214	0	1	0	1	0	0.419	0	13202	14.75	19.5
chr21	33784215	0	1	0	1	0	0.1458	0	13203	14.75	18
chr21	33784218	0	1	0	1	0	0.0217	0	13204	15.5	19.5
chr21	33784219	0	1	0	1	0	-0.107	0	13205	14.75	18
chr21	33784230	0	1	0	1	0	0.0403	0	13206	15.75	19.5
chr21	33784231	0	1	0	1	0	0.0245	0	13207	15.25	18
chr21	33784232	0	1	0	1	0	-0.1458	0	13208	15.75	19.5
chr21	33784233	0	1	0	1	0	0.1945	0	13209	15.25	18
chr21	33784294	0	1	0	1	0	0.412	0	13210	15.75	19.5
chr21	33784295	0	1	0	1	0	0.0902	0	13211	15.25	18
chr21	33784298	0	1	0	1	0	-0.0714	0	13212	15.75	19.5
chr21	33784299	0	1	0	1	0	-0.076	0	13213	15.25	18
chr21	33784301	0	1	0	1	0	-0.1399	0	13214	15.75	19.5
chr21	33784302	0	1	0	1	0	-0.2364	0	13215	15.25	18
chr21	33784311	0	1	0	1	0	-0.119	0	13216	15.75	19.5
chr21	33784312	0	1	0	1	0	0	0	13217	15.25	18
chr21	33784314	0	1	0	1	0	0.1428	0	13218	11.5	8.25
chr21	33784315	0	1	0	1	0	0.1212	0	13219	24.25	24.5
chr21	33784337	0	1	0	1	0	-0.25	0	13220	11.5	8.25
chr21	33784342	0	1	0	1	0	0.2	0	13221	11.5	8.25
chr21	33784367	0	1	0	1	0	0.1428	0	13222	11.5	8.25
chr21	33784387	0	1	0	1	0	0	0	13223	11.5	8.25
chr21	33784407	0	1	0	1	0	-0.1576	0	13224	17.5	18.5
chr21	33784408	0	1	0	1	0	0	0	13225	15	19.5
chr21	33784427	0	1	0	1	0	-0.0317	0	13226	17.5	18.5
chr21	33784428	0	1	0	1	0	-0.0058	0	13227	15	19.5
chr21	33784430	0	1	0	1	0	0.1592	0	13228	17.5	18.5
chr21	33784431	0.5	0.5	0	0.5	0	-0.5736	0	13229	15	19.5
chr21	33784433	0.2333	0.6667	0.1	0.6667	0	-0.275	0	13230	17.5	18.5
chr21	33784434	0	0.9667	0.0333	0.9667	0	0.43	0	13231	15	19.5
chr21	33784444	0	1	0	1	0	-0.1078	0	13232	17.5	18.5
chr21	33784445	0	1	0	1	0	-0.1316	0	13233	15	19.5
chr21	33784458	0	1	0	1	0	-0.1141	0	13234	17.5	18.5
chr21	33784459	0	1	0	1	0	-0.183	0	13235	15	19.5
chr21	33784461	0	1	0	1	0	-0.0602	0	13236	17.5	18.5
chr21	33784462	0	1	0	1	0	-0.0118	0	13237	15	19.5
chr21	33784464	0	1	0	1	0	0.2001	0	13238	34.25	29
chr21	33784465	0	1	0	1	0	-0.0235	0	13239	31	28
chr21	33784494	0	1	0	1	0	-0.2396	0	13240	16.75	10.5
chr21	33784495	0	1	0	1	0	-0.1107	0	13241	16	8.5
chr21	33784510	0	1	0	1	0	0.1874	0	13242	38.25	25.25
chr21	33784511	0	1	0	1	0	0.23	0	13243	16	8.5
chr21	33784612	0	1	0	1	0	0.1875	0	13244	17	16.5
chr21	33784613	0	1	0	1	0	-0.1874	0	13245	41.75	35
chr21	33784618	0	1	0	1	0	0	0	13246	17	16.5
chr21	33784631	0	1	0	1	0	0.08	0	13247	17	16.5
chr21	33784633	0	1	0	1	0	-0.075	0	13248	17	16.5
chr21	33784635	0	1	0	1	0	0.005	0	13249	17	16.5
chr21	33784638	0	1	0	1	0	-0.1517	0	13250	17	16.5
chr21	33784654	0	1	0	1	0	0.1786	0	13251	17	16.5
chr21	33784659	0	1	0	1	0	-0.05	0	13252	17	16.5
chr21	33784666	0	1	0	1	0	0	0	13253	17	16.5
chr21	33784776	0	1	0	1	0	-0.2594	0	13254	28.25	8.5
chr21	33784781	0	1	0	1	0	-0.171	0	13255	28.25	8.5
chr21	33784783	0.0333	0.9667	0	0.9667	0	-0.6325	0	13256	28.25	8.5
chr21	33784795	0	1	0	1	0	0.3253	0	13257	28.25	8.5
chr21	33784802	0	1	0	1	0	0.207	0	13258	28.25	8.5
chr21	33784804	0	1	0	1	0	0.0303	0	13259	28.25	8.5
chr21	33784814	0	1	0	1	0	-0.0645	0	13260	28.25	8.5
chr21	33784816	0	1	0	1	0	0.25	0	13261	28.25	8.5
chr21	33784826	0	1	0	1	0	0.1348	0	13262	28.25	8.5
chr21	33784839	0	1	0	1	0	-0.1684	0	13263	28.25	8.5
chr21	33784841	0	1	0	1	0	0.2059	0	13264	28.25	8.5
chr21	33784846	0	1	0	1	0	-0.1818	0	13265	28.25	8.5
chr21	33784848	0	1	0	1	0	-0.0882	0	13266	28.25	8.5
chr21	33784850	0	1	0	1	0	0.1048	0	13267	28.25	8.5
chr21	33784859	0	1	0	1	0	0.1053	0	13268	28.25	8.5
chr21	33784870	0	1	0	1	0	0.2079	0	13269	28.25	8.5
chr21	33784880	0	1	0	1	0	-0.0968	0	13270	28.25	8.5
chr21	33785127	0	1	0	1	0	-0.1998	0	13271	16.5	33.25
chr21	33785128	0	1	0	1	0	0.0096	0	13272	16	32
chr21	33785135	0	1	0	1	0	-0.4167	0	13273	16.5	33.25
chr21	33785136	0	1	0	1	0	-0.0125	0	13274	16	32
chr21	33785141	0	1	0	1	0	0.0072	0	13275	16.5	33.25
chr21	33785142	0	1	0	1	0	0.2212	0	13276	16	32
chr21	33785146	0	1	0	1	0	-0.0298	0	13277	16.5	33.25
chr21	33785147	0	1	0	1	0	-0.0021	0	13278	16	32
chr21	33785149	0	1	0	1	0	-0.5	0	13279	16.5	33.25
chr21	33785150	0	1	0	1	0	0	0	13280	16	32
chr21	33785151	0	1	0	1	0	-0.2662	0	13281	16.5	33.25
chr21	33785152	0	0.9	0.1	0.9	0	0.4981	0	13282	16	32
chr21	33785156	0	1	0	1	0	-0.3438	0	13283	16.5	33.25
chr21	33785157	0	1	0	1	0	0.127	0	13284	16	32
chr21	33785160	0	1	0	1	0	-0.0625	0	13285	16.5	33.25
chr21	33785161	0	1	0	1	0	0.1327	0	13286	16	32
chr21	33785172	0.0333	0.9667	0	0.9667	0	-0.1146	0	13287	31	51
chr21	33785173	0	1	0	1	0	0.0253	0	13288	29.5	47
chr21	33785177	0	1	0	1	0	0.1497	0	13289	14.5	17.75
chr21	33785179	0	1	0	1	0	0	0	13290	14.5	17.75
chr21	33785183	0	1	0	1	0	0.0208	0	13291	14.5	17.75
chr21	33785190	0	1	0	1	0	-0.0924	0	13292	14.5	17.75
chr21	33785193	0	1	0	1	0	0.4199	0	13293	14.5	17.75
chr21	33785196	0	1	0	1	0	-0.2031	0	13294	14.5	17.75
chr21	33785206	0	1	0	1	0	-0.1681	0	13295	14.5	17.75
chr21	33785218	0	1	0	1	0	0	0	13296	14.5	17.75
chr21	33785244	0	1	0	1	0	-0.0048	0	13297	15	17.25
chr21	33785258	0	1	0	1	0	0.275	0	13298	15	17.25
chr21	33785259	0	1	0	1	0	0	0	13299	13.5	13.25
chr21	33785304	0	1	0	1	0	-0.3908	0	13300	15	17.25
chr21	33785305	0	1	0	1	0	0.1635	0	13301	13.5	13.25
chr21	33785311	0	1	0	1	0	0.0298	0	13302	15	17.25
chr21	33785312	0	1	0	1	0	0.3173	0	13303	13.5	13.25
chr21	33785329	0.0333	0.9667	0	0.9667	0	-0.125	0	13304	15	17.25
chr21	33785330	0	1	0	1	0	-0.1324	0	13305	13.5	13.25
chr21	33785353	0	1	0	1	0	0.1521	0	13306	13.5	13.25
chr21	33809557	0	1	0	1	0	0.0568	0	13307	16	23
chr21	33809689	0	1	0	1	0	0.1064	0	13308	16.75	21
chr21	33824020	0	1	0	1	0	-0.1786	0	13309	17.5	15.5
chr21	33824026	0	1	0	1	0	-0.3794	0	13310	17.5	15.5
chr21	33824030	0	0.9667	0.0333	0.9667	0	0.4086	0	13311	17.5	15.5
chr21	33824116	0	1	0	1	0	0	0	13312	12.5	11.75
chr21	33838450	0	1	0	1	0	-0.3542	0	13313	6.75	29.5
chr21	33838454	0	1	0	1	0	-0.4028	0	13314	6.75	29.5
chr21	33838455	0	1	0	1	0	0.2019	0	13315	7.5	28.5
chr21	33838466	0	1	0	1	0	-0.1458	0	13316	6.75	29.5
chr21	33838467	0	1	0	1	0	-0.2044	0	13317	7.5	28.5
chr21	33838499	0	1	0	1	0	-0.125	0	13318	6.75	29.5
chr21	33838500	0	1	0	1	0	0.3081	0	13319	7.5	28.5
chr21	33838510	0	1	0	1	0	0.2361	0	13320	6.75	29.5
chr21	33838511	0	1	0	1	0	-0.0584	0	13321	7.5	28.5
chr21	33838544	0	1	0	1	0	0.0417	0	13322	6.75	29.5
chr21	33838545	0	0.8667	0.1333	0.8667	0	0.482	0	13323	7.5	28.5
chr21	33838584	0	1	0	1	0	-0.2345	0	13324	7.5	28.5
chr21	33840406	0	1	0	1	0	-0.0893	0	13325	21.5	20
chr21	33840418	0	1	0	1	0	-0.0134	0	13326	21.5	20
chr21	33840462	0	1	0	1	0	0.225	0	13327	21.5	20
chr21	33840546	0	1	0	1	0	0	0	13328	21.5	20
chr21	33840602	0	1	0	1	0	-0.1917	0	13329	21.5	20
chr21	33848672	0.0333	0.9667	0	0.9667	0	-0.2604	0	13330	12	21
chr21	33848676	0	1	0	1	0	-0.1015	0	13331	12	21
chr21	33848677	0	1	0	1	0	0.1072	0	13332	7	23
chr21	33848688	0	1	0	1	0	0.0167	0	13333	12	21
chr21	33848689	0	1	0	1	0	-0.0066	0	13334	7	23
chr21	33848716	0	1	0	1	0	-0.0154	0	13335	12	21
chr21	33848717	0	1	0	1	0	0.0833	0	13336	7	23
chr21	33848730	0	1	0	1	0	0.0417	0	13337	12	21
chr21	33848731	0	1	0	1	0	-0.1216	0	13338	7	23
chr21	33848740	0	1	0	1	0	-0.3347	0	13339	12	21
chr21	33848741	0	1	0	1	0	0.1068	0	13340	7	23
chr21	33848818	0	0.9333	0.0667	0.9333	0	0.442	0	13341	12	21
chr21	33848819	0	1	0	1	0	0.0265	0	13342	7	23
chr21	33848844	0	1	0	1	0	-0.0399	0	13343	7	23
chr21	33849647	0	1	0	1	0	0.0278	0	13344	10.5	3
chr21	33849680	0	1	0	1	0	0.1618	0	13345	10.5	3
chr21	33849681	0	1	0	1	0	-0.125	0	13346	9.25	5.25
chr21	33849788	0	1	0	1	0	-0.125	0	13347	10.5	3
chr21	33849789	0	1	0	1	0	-0.3125	0	13348	9.25	5.25
chr21	33849812	0	1	0	1	0	-0.1562	0	13349	9.25	5.25
chr21	33852993	0	1	0	1	0	0.0922	0	13350	5.25	8.5
chr21	33853009	0	1	0	1	0	0.25	0	13351	5.25	8.5
chr21	33853010	0	1	0	1	0	0	0	13352	7.5	9.75
chr21	33853100	0	1	0	1	0	-0.0808	0	13353	4.5	6.5
chr21	33853197	0	0.9667	0.0333	0.9667	0	0.5928	0	13354	7.5	9.75
chr21	33863721	0	1	0	1	0	-0.005	0	13355	17.75	25.5
chr21	33863727	0	1	0	1	0	0.1094	0	13356	17.75	25.5
chr21	33863737	0	1	0	1	0	-0.3894	0	13357	17.75	25.5
chr21	33863761	0	1	0	1	0	0.2896	0	13358	17.75	25.5
chr21	33863765	0	1	0	1	0	0.25	0	13359	17.75	25.5
chr21	33863770	0	1	0	1	0	-0.0639	0	13360	17.75	25.5
chr21	33863782	0	1	0	1	0	0.0491	0	13361	17.75	25.5
chr21	33871659	0	1	0	1	0	-0.125	0	13362	27.25	9
chr21	33871760	0	1	0	1	0	-0.05	0	13363	35	29.5
chr21	33871805	0	1	0	1	0	-0.1786	0	13364	14	21.75
chr21	33871822	0	1	0	1	0	0.0273	0	13365	14	21.75
chr21	33871850	0	1	0	1	0	0	0	13366	14	21.75
chr21	33884710	0	0.9	0.1	0.9	0	0.5579	0	13367	34.5	19
chr21	33884747	0	1	0	1	0	-0.2116	0	13368	34.5	19
chr21	33884748	0	1	0	1	0	-0.2004	0	13369	32.75	16
chr21	33884757	0	1	0	1	0	-0.1704	0	13370	34.5	19
chr21	33884758	0	1	0	1	0	-0.1547	0	13371	32.75	16
chr21	33884783	0	1	0	1	0	0.3669	0	13372	34.5	19
chr21	33884784	0	1	0	1	0	-0.1748	0	13373	32.75	16
chr21	33884851	0.1333	0.8667	0	0.8667	0	-0.5341	0	13374	32.75	16
chr21	33885647	0	1	0	1	0	0.159	0	13375	15.5	35.75
chr21	33885680	0	1	0	1	0	0.0388	0	13376	15.5	35.75
chr21	33885681	0	1	0	1	0	-0.0529	0	13377	14	28.25
chr21	33885711	0	1	0	1	0	-0.1437	0	13378	15.5	35.75
chr21	33885712	0	1	0	1	0	0.1875	0	13379	14	28.25
chr21	33885725	0	1	0	1	0	-0.208	0	13380	15.5	35.75
chr21	33885726	0	1	0	1	0	-0.2219	0	13381	14	28.25
chr21	33885740	0	1	0	1	0	-0.0047	0	13382	15.5	35.75
chr21	33885741	0	1	0	1	0	0.0208	0	13383	14	28.25
chr21	33885768	0	1	0	1	0	0.024	0	13384	15.5	35.75
chr21	33885769	0	1	0	1	0	-0.0862	0	13385	14	28.25
chr21	33885778	0	1	0	1	0	0.1181	0	13386	15.5	35.75
chr21	33885779	0	1	0	1	0	-0.0083	0	13387	14	28.25
chr21	33885785	0	1	0	1	0	0.3458	0	13388	14	28.25
chr21	33890370	0	1	0	1	0	-0.0833	0	13389	13.5	8.25
chr21	33890382	0	1	0	1	0	-0.0576	0	13390	13.5	8.25
chr21	33890410	0	1	0	1	0	0	0	13391	13.5	8.25
chr21	33890416	0	1	0	1	0	0.1979	0	13392	13.5	8.25
chr21	33890426	0	1	0	1	0	-0.1923	0	13393	13.5	8.25
chr21	33890440	0	1	0	1	0	-0.1342	0	13394	13.5	8.25
chr21	33890501	0	1	0	1	0	0.2042	0	13395	13.5	8.25
chr21	33893906	0	1	0	1	0	-0.0068	0	13396	19	16.5
chr21	33893917	0	1	0	1	0	0.301	0	13397	19	16.5
chr21	33893947	0	1	0	1	0	0.1875	0	13398	19	16.5
chr21	33893970	0	1	0	1	0	0.2238	0	13399	19	16.5
chr21	33896062	0	1	0	1	0	0.2574	0	13400	25	33.25
chr21	33896099	0	1	0	1	0	-0.0544	0	13401	25	33.25
chr21	33896100	0	1	0	1	0	-0.1566	0	13402	21.75	35.25
chr21	33896135	0	1	0	1	0	-0.0012	0	13403	25	33.25
chr21	33896136	0	1	0	1	0	0.0111	0	13404	21.75	35.25
chr21	33896192	0	1	0	1	0	0.2205	0	13405	21.75	35.25
chr21	33912811	0	1	0	1	0	-0.1111	0	13406	11.75	13.5
chr21	33912815	0	1	0	1	0	-0.0735	0	13407	11.75	13.5
chr21	33912816	0	1	0	1	0	-0.4122	0	13408	8.75	16.25
chr21	33912827	0	1	0	1	0	0.0781	0	13409	11.75	13.5
chr21	33912828	0	1	0	1	0	0.2188	0	13410	8.75	16.25
chr21	33912860	0	1	0	1	0	-0.4012	0	13411	11.75	13.5
chr21	33912861	0	1	0	1	0	-0.255	0	13412	8.75	16.25
chr21	33912864	0	1	0	1	0	-0.0845	0	13413	11.75	13.5
chr21	33912865	0	1	0	1	0	-0.1591	0	13414	8.75	16.25
chr21	33912871	0	1	0	1	0	-0.1064	0	13415	11.75	13.5
chr21	33912872	0	1	0	1	0	-0.0833	0	13416	8.75	16.25
chr21	33912885	0	1	0	1	0	-0.0938	0	13417	11.75	13.5
chr21	33912886	0	1	0	1	0	-0.0513	0	13418	8.75	16.25
chr21	33912950	0	1	0	1	0	0	0	13419	7	27.25
chr21	33912951	0	1	0	1	0	0	0	13420	13.75	42.5
chr21	33912954	0	1	0	1	0	0.4286	0	13421	7	27.25
chr21	33912955	0	1	0	1	0	-0.14	0	13422	5	26.25
chr21	33912962	0	1	0	1	0	-0.135	0	13423	7	27.25
chr21	33912963	0	1	0	1	0	0.055	0	13424	5	26.25
chr21	33912966	0	1	0	1	0	-0.1948	0	13425	7	27.25
chr21	33912967	0.0333	0.9667	0	0.9667	0	-0.5742	0	13426	5	26.25
chr21	33912986	0	1	0	1	0	-0.2137	0	13427	7	27.25
chr21	33912987	0	1	0	1	0	-0.2583	0	13428	5	26.25
chr21	33913020	0	1	0	1	0	0	0	13429	7	27.25
chr21	33913021	0	1	0	1	0	0.207	0	13430	5	26.25
chr21	33924206	0	1	0	1	0	0.1579	0	13431	17	20
chr21	33924207	0	1	0	1	0	0	0	13432	18	18.75
chr21	33924246	0	1	0	1	0	0	0	13433	17	20
chr21	33924247	0.0667	0.9333	0	0.9333	0	-0.5581	0	13434	18	18.75
chr21	33926450	0	1	0	1	0	0.1728	0	13435	23.5	10.25
chr21	33926451	0	1	0	1	0	0	0	13436	17	10.5
chr21	33926501	0	1	0	1	0	-0.0089	0	13437	23.5	10.25
chr21	33926502	0	1	0	1	0	-0.1298	0	13438	17	10.5
chr21	33941696	0	1	0	1	0	0.353	0	13439	8.25	22
chr21	33941701	0	1	0	1	0	0.3892	0	13440	8.25	22
chr21	33941714	0	1	0	1	0	-0.0791	0	13441	8.25	22
chr21	33941737	0	1	0	1	0	0.3078	0	13442	32.75	28.75
chr21	33941738	0	1	0	1	0	-0.1433	0	13443	32.25	25
chr21	33944149	0	1	0	1	0	0.0625	0	13444	5	12.75
chr21	33944208	0	1	0	1	0	-0.1667	0	13445	5	12.75
chr21	33944209	0.0333	0.8667	0.1	0.8667	0	0.1332	0	13446	6.75	11.25
chr21	33944219	0.2333	0.6667	0.1	0.6667	0	-0.3209	0	13447	5	12.75
chr21	33944220	0.0333	0.9667	0	0.9667	0	-0.1425	0	13448	6.75	11.25
chr21	33944280	0	1	0	1	0	-0.1945	0	13449	5	12.75
chr21	33944281	0	1	0	1	0	0.2575	0	13450	6.75	11.25
chr21	33944285	0	0.9333	0.0667	0.9333	0	0.1736	0	13451	6.75	11.25
chr21	33945200	0.1	0.9	0	0.9	0	-0.564	0	13452	18.75	7.5
chr21	33945248	0.0333	0.9667	0	0.9667	0	0.2083	0	13453	18.75	7.5
chr21	33945273	0	1	0	1	0	0.1	0	13454	18.75	7.5
chr21	33945283	0	1	0	1	0	-0.0204	0	13455	18.75	7.5
chr21	33945344	0	1	0	1	0	-0.1912	0	13456	18.75	7.5
chr21	33945347	0	1	0	1	0	0.2696	0	13457	18.75	7.5
chr21	33945353	0	1	0	1	0	0.0306	0	13458	18.75	7.5
chr21	33945375	0	1	0	1	0	0.044	0	13459	18.75	7.5
chr21	33953446	0	1	0	1	0	-0.1076	0	13460	10.75	33
chr21	33953478	0	1	0	1	0	0.1754	0	13461	10.75	33
chr21	33953492	0	1	0	1	0	0.044	0	13462	10.75	33
chr21	33953499	0	1	0	1	0	0	0	13463	10.75	33
chr21	33953509	0	1	0	1	0	0.0386	0	13464	10.75	33
chr21	33953541	0	1	0	1	0	0	0	13465	10	29
chr21	33959507	0	1	0	1	0	-0.1354	0	13466	6.25	18.25
chr21	33959508	0	1	0	1	0	-0.0083	0	13467	8.75	18.5
chr21	33959511	0	1	0	1	0	-0.3854	0	13468	6.25	18.25
chr21	33959512	0	1	0	1	0	-0.1416	0	13469	8.75	18.5
chr21	33959551	0.0333	0.9333	0.0333	0.9333	0	-0.0171	0	13470	6.25	18.25
chr21	33959552	0	1	0	1	0	0.0069	0	13471	8.75	18.5
chr21	33959575	0	1	0	1	0	0	0	13472	29.25	31.75
chr21	33959576	0.0333	0.9667	0	0.9667	0	-0.3408	0	13473	8.75	18.5
chr21	33964611	0	1	0	1	0	-0.2203	0	13474	9.75	32.25
chr21	33964676	0.0667	0.9	0.0333	0.9	0	-0.5248	0	13475	9.75	32.25
chr21	33964677	0.2667	0.7333	0	0.7333	0	-0.3431	0	13476	12.25	24.5
chr21	33964704	0	1	0	1	0	0.0723	0	13477	9.25	28.25
chr21	33964705	0.0667	0.9	0.0333	0.9	0	-0.4164	0	13478	11.5	22.75
chr21	33964784	0	0.9667	0.0333	0.9667	0	0.5352	0	13479	9.75	32.25
chr21	33964785	0	1	0	1	0	0.327	0	13480	12.25	24.5
chr21	33964807	0	1	0	1	0	0.0682	0	13481	11.75	17.75
chr21	33964808	0	1	0	1	0	0.004	0	13482	23.5	43.25
chr21	33964820	0	1	0	1	0	-0.1362	0	13483	11.75	17.75
